target_id	length	eff_length	est_counts	tpm
g0094.t3	2996	2797	0	0
g0094.t4	3114	2915	0	0
g0094.t5	3173	2974	35	1.44501
g0095.t1	1224	1025	250	29.9474
g0096.t1	1493	1294	0	0
g0096.t6	1409	1210	0	0
g0096.t2	1438	1239	0	0
g0096.t3	1343	1144	33.0472	3.54692
g0096.t4	1531	1332	0	0
g0096.t5	1347	1148	0.952833	0.10191
g0097.t1	1232	1033	2038	242.241
g0098.t1	642	443	0	0
g0099.t1	3195	2996	4	0.163931
g0100.t1	2931	2732	70.0513	3.14832
g0100.t2	2775	2576	340.949	16.2512
g0101.t1	1150	951	382	49.3203
g0102.t1	660	461	0	0
g0103.t1	2536	2337	2	0.105079
g0104.t1	1121	922	6	0.79903
g0105.t1	861	662	0	0
g0105.t2	741	542	0	0
g0106.t1	978	779	0	0
g0107.t1	1227	1028	0	0
g0108.t1	3412	3213	23	0.878942
g0109.t1	477	278	0	0
g0110.t1	1842	1643	0	0
g0111.t1	573	374	0	0
g0112.t1	144	12.2368	0	0
g0113.t1	1316	1117	68.8917	7.57281
g0114.t1	799	600	0	0
g0115.t1	685	486	0	0
g0116.t1	1670	1471	94	7.84618
g0117.t1	336	137	0	0
g0118.t1	555	356	0	0
g0119.t1	5574	5375	15.4458	0.352838
g0120.t1	1798	1599	0	0
g0120.t2	1759	1560	54	4.25023
g0121.t1	7008	6809	111.554	2.01162
g0122.t1	624	425	0	0
g0123.t1	1712	1513	8	0.649223
g0124.t1	744	545	0	0
g0125.t1	2256	2057	0	0
g0125.t2	2253	2054	0	0
g0125.t3	1822	1623	154	11.6505
g0126.t1	2774	2575	0	0
g0126.t2	2768	2569	0	0
g0126.t3	2089	1890	63	4.09281
g0127.t1	2926	2727	29	1.30574
g0128.t1	5098	4899	3038	76.1418
g0129.t1	918	719	0	0
g0130.t1	1052	853	774	111.413
g0131.t1	1686	1487	7	0.578003
g0132.t1	2973	2774	564	24.9641
g0133.t1	1391	1192	1	0.103007
g0134.t1	2906	2707	486	22.044
g0135.t1	348	149	0	0
g0136.t1	3967	3768	0	0
g0136.t2	3745	3546	16	0.554018
g0137.t1	1906	1707	9	0.647369
g0138.t1	327	128.001	3	2.87773
g0139.t1	1421	1222	17	1.70813
g0140.t1	1734	1535	0	0
g0141.t1	1965	1766	394	27.3936
g0142.t1	1151	952	0	0
g0143.t1	1464	1265	562	54.5492
g0144.t1	1248	1049	3733	436.944
g0145.t1	663	464	0	0
g0146.t1	663	464	0	0
g0147.t1	2018	1819	2	0.135002
g0148.t1	1555	1356	1158	104.856
g0149.t1	312	113.011	0	0
g0150.t2	1125	926	0	0
g0150.t1	1690	1491	100	8.23503
g0151.t1	1714	1515	27	2.18824
g0152.t2	3577	3378	0	0
g0152.t1	3609	3410	0	0
g0152.t3	3410	3211	281	10.7451
g0152.t4	3750	3551	0	0
g0153.t1	613	414	0	0
g0154.t1	1074	875	2	0.28065
g0155.t1	1810	1611	14.1316	1.07706
g0155.t2	1582	1383	346.868	30.7954
g0156.t1	2502	2303	199	10.6097
g0157.t1	1401	1202	2	0.2043
g0158.t1	1119	920	0	0
g0159.t1	1490	1291	29.4087	2.797
g0160.t1	312	113.011	0	0
g0161.t1	588	389	0	0
g0162.t1	3221	3022	99.5913	4.04641
g0163.t1	1421	1222	0	0
g0164.t1	3178	2979	0	0
g0164.t3	3163	2964	0	0
g0164.t2	2226	2027	14	0.848042
g0165.t2	3004	2805	1.1637	0.0509389
g0165.t5	2955	2756	7.55979	0.336801
g0165.t4	2005	1806	643.189	43.7284
g0165.t3	2054	1855	37.0876	2.45486
g0165.t1	3280	3081	0	0
g0166.t1	2814	2615	12.6024	0.591732
g0166.t2	1569	1370	22.3976	2.00735
g0167.t1	279	80.3587	0	0
g0168.t1	1605	1406	3.515	0.306961
g0168.t3	1451	1252	0	0
g0168.t2	1205	1006	65.485	7.99258
g0169.t1	465	266	1	0.461595
g0170.t1	399	200	0	0
g0171.t1	2067	1868	0	0
g0172.t1	1297	1098	0	0
g0173.t1	3356	3157	0	0
g0174.t1	1037	838	219	32.088
g0175.t1	2253	2054	107	6.39626
g0176.t1	3017	2818	257	11.1979
g0177.t1	321	122.003	0	0
g0178.t1	2861	2662	20.716	0.95552
g0178.t4	2604	2405	33.284	1.69928
g0178.t3	2706	2507	0	0
g0178.t2	2136	1937	0	0
g0179.t1	489	290	0	0
g0180.t1	2108	1909	2	0.128637
g0181.t2	1246	1047	1977.67	231.926
g0181.t1	1201	1002	7122.33	872.765
g0182.t1	594	395	0	0
g0183.t1	1536	1337	17	1.56121
g0184.t1	1703	1504	0	0
g0185.t1	2109	1910	27	1.73569
g0186.t1	920	721	0	0
g0187.t1	648	449	0	0
g0188.t1	250	54.0423	0	0
g0189.t1	582	383	0	0
g0190.t1	552	353	0	0
g0191.t1	594	395	0	0
g0192.t1	1453	1254	21	2.0562
g0192.t2	1794	1595	0	0
g0192.t3	1866	1667	0	0
g0193.t1	1253	1054	1	0.116494
g0194.t1	1556	1357	0	0
g0195.t1	1317	1118	7	0.768775
g0196.t1	654	455	0	0
g0197.t1	3503	3304	0	0
g0198.t1	1222	1023	0	0
g0199.t1	525	326	0	0
g0200.t1	2809	2610	0	0
g0201.t1	417	218	0	0
g0202.t1	681	482	0	0
g0203.t1	801	602	0	0
g0204.t1	2518	2319	22	1.16484
g0205.t1	1145	946	46.2926	6.00847
g0206.t1	2040	1841	0.0244584	0.00163124
g0206.t3	2031	1832	3.55467	0.238241
g0206.t2	2037	1838	0.128245	0.0085672
g0207.t1	333	134.001	0	0
g0208.t1	729	530	0	0
g0209.t1	3215	3016	7	0.284977
g0210.t1	2660	2461	111	5.53802
g0211.t1	1558	1359	6	0.542094
g0212.t1	6743	6544	9.50003e-05	1.78248e-06
g0212.t2	6689	6490	0.430424	0.00814319
g0212.t6	6395	6196	38.2082	0.757161
g0212.t5	6479	6280	4.36868e-05	8.54149e-07
g0212.t4	6659	6460	47.6727	0.906109
g0212.t3	6686	6487	0.688506	0.0130319
g0213.t1	1436	1237	1	0.0992598
g0214.t1	984	785	859	134.359
g0215.t1	691	492	0	0
g0216.t1	147	12.6175	0	0
g0217.t1	141	11.8758	0	0
g0218.t1	4169	3970	9	0.278352
g0219.t1	1112	913	0	0
g0220.t1	1115	916	1	0.134044
g0221.t1	2888	2689	9.24912	0.422331
g0221.t2	2885	2686	28.7509	1.31428
g0222.t1	5164	4965	106	2.62138
g0223.t1	1879	1680	159	11.6207
g0224.t1	3421	3222	291	11.0895
g0225.t1	672	473	0	0
g0226.t1	603	404	0	0
g0227.t1	1109	910	0	0
g0228.t1	111	9.10829	0	0
g0229.t1	1264	1065	172	19.83
g0230.t1	1404	1205	0	0
g0231.t1	1703	1504	0	0
g0232.t1	201	24.9909	0	0
g0233.t1	2237	2038	10	0.602475
g0234.t1	2999	2800	0	0
g0234.t4	2909	2710	54.3419	2.46212
g0234.t3	2912	2713	17.6581	0.799166
g0234.t2	2996	2797	0	0
g0235.t1	2507	2308	6	0.319197
g0236.t1	1768	1569	0	0
g0237.t1	2852	2653	284	13.1439
g0238.t1	259	61.7147	0	0
g0239.t1	528	329	0	0
g0240.t1	1233	1034	0	0
g0241.t1	1826	1627	0	0
g0242.t1	939	740	0	0
g0243.t1	972	773	0	0
g0244.t1	1325	1126	0	0
g0245.t1	360	161	0	0
g0246.t1	1323	1124	0	0
g0247.t1	1870	1671	0	0
g0248.t1	696	497	0	0
g0249.t1	1221	1022	0	0
g0250.t1	1515	1316	0	0
g0250.t2	1617	1418	0	0
g0251.t1	1428	1229	0	0
g0252.t1	1555	1356	0	0
g0253.t1	2082	1883	6	0.391241
g0254.t1	1437	1238	0	0
g0255.t1	2677	2478	1178	58.3696
g0256.t1	4461	4262	13	0.374518
g0257.t1	2066	1867	43	2.82792
g0258.t1	2289	2090	125	7.34356
g0259.t1	654	455	0	0
g0260.t1	1281	1082	432	49.0229
g0261.t1	1711	1512	136	11.0441
g0262.t1	866	667	32	5.8907
g0263.t1	2681	2482	898	44.424
g0264.t1	2523	2324	1	0.0528332
g0265.t2	3833	3634	72	2.43271
g0265.t1	3833	3634	72	2.43271
g0266.t1	2291	2092	11	0.645615
g0267.t1	1260	1061	0	0
g0268.t1	2385	2186	89	4.999
g0269.t1	2502	2303	5.52278	0.294447
g0269.t2	2085	1886	410.181	26.704
g0269.t4	2483	2284	103.296	5.55306
g0269.t3	2199	2000	0	0
g0270.t1	294	95.0839	0	0
g0271.t1	981	782	0	0
g0272.t1	2133	1934	0	0
g0273.t1	657	458	0	0
g0274.t1	779	580	0	0
g0275.t1	650	451	0	0
g0276.t1	1394	1195	102	10.4803
g0277.t1	1465	1266	0	0
g0278.t1	726	527	0	0
g0279.t1	4146	3947	9.87651e-05	3.07241e-06
g0279.t2	4105	3906	3.9999	0.125736
g0280.t1	2342	2143	2	0.114591
g0281.t1	3651	3452	177	6.29572
g0282.t1	1211	1012	3	0.363985
g0283.t1	282	83.2735	0	0
g0284.t1	1966	1767	66	4.58617
g0285.t1	1034	835	0	0
g0286.t1	555	356	0	0
g0287.t1	2062	1863	512	33.7443
g0288.t1	3242	3043	994	40.1077
g0289.t1	474	275	0	0
g0290.t1	1006	807	0	0
g0291.t1	2890	2691	0	0
g0292.t1	1609	1410	15	1.30622
g0293.t1	999	800	0	0
g0294.t1	1759	1560	0	0
g0295.t1	462	263	0	0
g0296.t1	552	353	0	0
g0297.t1	2380	2181	0	0
g0298.t1	1591	1392	5	0.441036
g0299.t1	1622	1423	2	0.172571
g0300.t1	421	222	0	0
g0301.t1	618	419	0	0
g0302.t1	1879	1680	117	8.55105
g0303.t1	954	755	0	0
g0303.t2	887	688	85	15.1696
g0304.t1	1043	844	38	5.5282
g0305.t1	923	724	5	0.847958
g0306.t1	2832	2633	8	0.373063
g0307.t1	375	176	0	0
g0307.t2	372	173	0	0
g0308.t1	5454	5255	0.298233	0.00696828
g0308.t2	5445	5246	1.70177	0.0398304
g0309.t1	3271	3072	0	0
g0309.t2	3191	2992	1446	59.3403
g0310.t1	644	445	9	2.48328
g0311.t1	752	553	21	4.6627
g0312.t1	996	797	597	91.9727
g0313.t1	2816	2617	18	0.844523
g0314.t1	1613	1414	0	0
g0314.t2	1610	1411	0	0
g0315.t1	99	8.31548	0	0
g0316.t1	925	726	0	0
g0317.t1	1253	1054	0	0
g0318.t1	3540	3341	1531.93	56.2998
g0319.t1	941	742	211	34.9158
g0320.t1	315	116.007	0	0
g0321.t1	4371	4172	63	1.85413
g0322.t1	1060	861	294	41.9264
g0323.t1	1021	822	0	0
g0323.t2	918	719	0	0
g0324.t1	1170	971	0	0
g0325.t1	1155	956	0	0
g0326.t1	1410	1211	33	3.3459
g0327.t1	655	456	0	0
g0328.t1	619	420	0	0
g0329.t1	8682	8483	2	0.0289483
g0330.t1	1121	922	45.402	6.04626
g0331.t1	4315	4116	11.598	0.34598
g0332.t1	7356	7157	22.5838	0.387443
g0333.t1	384	185	8.41624	5.58585
g0334.t1	606	407	6	1.81009
g0335.t1	3579	3380	0	0
g0335.t8	3285	3086	0	0
g0335.t5	2507	2308	0	0
g0335.t7	3366	3167	0	0
g0335.t4	3173	2974	0	0
g0335.t6	2973	2774	0	0
g0335.t2	3440	3241	0	0
g0335.t3	2307	2108	0	0
g0336.t1	171	16.5603	0	0
g0337.t1	2702	2503	30	1.47165
g0337.t2	1574	1375	0	0
g0338.t1	1348	1149	245	26.1812
g0338.t2	1272	1073	0	0
g0338.t3	1276	1077	0	0
g0339.t1	1582	1383	128	11.364
g0340.t1	1637	1438	156	13.3201
g0341.t1	1682	1483	0	0
g0342.t1	1935	1736	1	0.0707283
g0343.t1	1966	1767	100	6.94874
g0344.t1	1892	1693	256	18.5663
g0345.t1	2612	2413	298.331	15.1804
g0345.t2	2609	2410	226.669	11.5483
g0346.t1	2437	2238	9.40769	0.516138
g0346.t2	2518	2319	28.628	1.51577
g0346.t3	2014	1815	165.964	11.2274
g0347.t1	2197	1998	54	3.3185
g0348.t1	225	36.3941	142	479.072
g0349.t1	249	53.2273	0	0
g0350.t1	1196	997	1351	166.381
g0351.t1	1675	1476	168	13.9755
g0352.t1	1611	1412	239	20.7829
g0353.t1	1857	1658	29.9638	2.21899
g0353.t2	1964	1765	0	0
g0353.t3	1868	1669	0.0362107	0.00266394
g0354.t1	543	344	0	0
g0355.t1	3048	2849	640	27.5823
g0356.t1	1907	1708	0	0
g0356.t10	830	631	53.2958	10.3707
g0356.t11	842	643	2.59522e-07	4.95571e-08
g0356.t12	909	710	0	0
g0356.t13	1020	821	0	0
g0356.t14	924	725	0	0
g0356.t15	913	714	0	0
g0356.t4	1102	903	0.0967409	0.0131542
g0356.t2	997	798	85.8067	13.2027
g0356.t3	1098	899	8.80071	1.20199
g0356.t5	1804	1605	0	0
g0356.t6	982	783	0	0
g0356.t7	901	702	0	0
g0356.t8	956	757	0	0
g0356.t9	925	726	0	0
g0357.t1	2163	1964	0	0
g0358.t3	2422	2223	0	0
g0358.t2	2172	1973	9	0.560091
g0358.t1	2482	2283	0	0
g0358.t4	2317	2118	0	0
g0359.t1	1512	1313	0	0
g0360.t1	1806	1607	0	0
g0361.t1	2366	2167	98.4724	5.57954
g0362.t1	1359	1160	0	0
g0363.t1	3090	2891	7	0.297299
g0364.t1	180	18.5798	0	0
g0365.t1	1536	1337	95	8.72439
g0366.t1	1266	1067	359	41.3117
g0367.t1	1923	1724	0	0
g0368.t1	1581	1382	0	0
g0369.t1	1837	1638	0.216367	0.0162188
g0369.t2	1830	1631	16.7836	1.2635
g0370.t1	1895	1696	469	33.9539
g0371.t1	3592	3393	315	11.3991
g0372.t3	1850	1651	0	0
g0372.t8	2204	2005	0	0
g0372.t6	1998	1799	0	0
g0372.t4	1772	1573	0	0
g0372.t2	1774	1575	0	0
g0372.t5	1696	1497	7.14169	0.585763
g0372.t7	1687	1488	0	0
g0372.t1	1509	1310	37.8583	3.5484
g0373.t1	2149	1950	2	0.125933
g0373.t2	1719	1520	0	0
g0374.t1	2253	2054	0	0
g0374.t2	2204	2005	33	2.02089
g0375.t1	1659	1460	0	0
g0376.t1	1524	1325	0	0
g0377.t1	1342	1143	0	0
g0378.t1	1980	1781	393	27.0939
g0379.t1	2298	2099	253.301	14.8172
g0380.t1	2353	2154	0	0
g0380.t4	2513	2314	0	0
g0380.t3	2516	2317	0	0
g0380.t9	1707	1508	0	0
g0380.t5	2269	2070	0	0
g0380.t7	2056	1857	158.577	10.4851
g0380.t6	7129	6930	23.6089	0.418299
g0380.t8	6303	6104	0	0
g0380.t2	2350	2151	0	0
g0381.t1	9890	9691	238.514	3.02195
g0382.t1	622	423	0	0
g0383.t1	2397	2198	110	6.1448
g0384.t1	795	596	0	0
g0385.t1	1099	900	3	0.409281
g0386.t1	782	583	3968	835.692
g0387.t1	788	589	3	0.625387
g0388.t1	1276	1077	58	6.61234
g0389.t1	2177	1978	124	7.6973
g0390.t1	1028	829	7	1.03678
g0391.t1	1282	1083	18	2.04074
g0392.t1	3294	3095	5044	200.105
g0392.t2	2514	2315	0	0
g0393.t1	536	337	4616.16	1681.87
g0394.t1	4038	3839	13	0.415784
g0395.t1	4165	3966	0	0
g0395.t2	4019	3820	71	2.28212
g0396.t1	267	68.9638	0	0
g0397.t1	986	787	0	0
g0398.t1	1959	1760	0	0
g0399.t1	889	690	2	0.355897
g0400.t1	1227	1028	218	26.0379
g0401.t1	1533	1334	5278.84	485.876
g0402.t1	2727	2528	47	2.28278
g0403.t1	531	332	0	0
g0404.t1	2123	1924	0	0
g0405.t1	222	34.6815	0	0
g0406.t1	3665	3466	3	0.106276
g0407.t1	444	245	1	0.501161
g0408.t1	1515	1316	60.4673	5.64167
g0408.t3	2783	2584	0	0
g0408.t4	1520	1321	1.28304	0.119256
g0408.t2	2721	2522	4.18278	0.20364
g0409.t1	3682	3483	4	0.14101
g0410.t1	2011	1812	28.0669	1.90186
g0411.t1	1076	877	0	0
g0412.t1	273	74.5993	0	0
g0413.t1	2101	1902	78.8702	5.0915
g0413.t2	2098	1899	392.13	25.3541
g0414.t1	3033	2834	132	5.71896
g0415.t1	258	60.8345	3	6.055
g0416.t1	1323	1124	0	0
g0417.t1	2876	2677	0	0
g0417.t3	1833	1634	0	0
g0417.t4	1892	1693	0	0
g0417.t2	1769	1570	0	0
g0417.t8	2801	2602	0	0
g0417.t7	1758	1559	0	0
g0417.t5	1817	1618	0	0
g0417.t6	1694	1495	21	1.72473
g0418.t1	3284	3085	266	10.5869
g0418.t2	3278	3079	0.00018455	7.35946e-06
g0419.t1	1063	864	86	12.2216
g0420.t1	297	98.0609	0	0
g0421.t1	8369	8170	6	0.0901721
g0422.t1	622	423	0	0
g0423.t1	171	16.5603	0	0
g0424.t1	201	24.9909	0	0
g0425.t1	602	403	0	0
g0425.t2	572	373	0	0
g0426.t1	532	333	0	0
g0427.t1	445	246	1	0.499123
g0428.t1	823	624	0	0
g0429.t1	555	356	0	0
g0430.t1	3229	3030	1	0.0405229
g0431.t1	2733	2534	0	0
g0432.t1	3454	3255	107	4.03623
g0433.t1	721	522	3	0.705657
g0434.t1	2664	2465	0	0
g0434.t2	2606	2407	0	0
g0434.t3	2564	2365	5.59874e-08	2.90671e-09
g0434.t4	2560	2361	3.12616e-07	1.62577e-08
g0434.t5	2518	2319	26	1.37662
g0435.t1	456	257	0	0
g0436.t1	849	650	0	0
g0437.t1	743	544	27	6.09407
g0438.t1	1258	1059	70	8.11606
g0439.t1	165	15.3999	0	0
g0440.t1	3859	3660	0.000752293	2.52377e-05
g0440.t3	3811	3612	502.88	17.0946
g0440.t2	3250	3051	5.11908	0.206012
g0441.t1	3163	2964	198	8.20219
g0442.t1	1107	908	0	0
g0443.t1	3550	3351	190	6.96181
g0444.t1	505	306	0	0
g0445.t1	4142	3943	134	4.17274
g0446.t1	2332	2133	3	0.172692
g0447.t1	1163	964	0	0
g0448.t1	1182	983	0	0
g0448.t2	1103	904	0	0
g0449.t1	3226	3027	53	2.14984
g0449.t2	2949	2750	0	0
g0450.t1	183	19.3378	2	12.6989
g0451.t1	5054	4855	9	0.227613
g0452.t1	1914	1715	0.0301187	0.00215633
g0452.t2	1911	1712	1013.97	72.7217
g0453.t1	2379	2180	2038	114.786
g0454.t1	2959	2760	0	0
g0455.t1	514	315	0	0
g0456.t1	1749	1550	47	3.72314
g0457.t1	2689	2490	144.992	7.14971
g0458.t1	1111	912	440.359	59.2864
g0459.t1	2310	2111	373	21.6952
g0460.t1	1923	1724	17	1.21075
g0461.t2	1903	1704	192.5	13.8709
g0461.t1	1903	1704	192.5	13.8709
g0462.t1	1891	1692	8	0.580541
g0463.t1	872	673	0	0
g0464.t1	1117	918	0	0
g0465.t1	849	650	0	0
g0466.t1	1748	1549	0	0
g0467.t1	1181	982	10.6373	1.33004
g0467.t2	1153	954	24.3627	3.13559
g0468.t1	540	341	0	0
g0469.t1	2234	2035	0	0
g0469.t2	2239	2040	0	0
g0469.t3	1951	1752	2	0.140165
g0470.t1	2490	2291	450	24.1174
g0471.t1	1831	1632	126	9.47967
g0472.t1	1852	1653	1036	76.9538
g0473.t1	1787	1588	0	0
g0474.t1	786	587	0	0
g0475.t1	2480	2281	8	0.430633
g0475.t2	3015	2816	0	0
g0476.t1	511	312	0	0
g0477.t1	873	674	0	0
g0478.t1	1966	1767	0	0
g0478.t2	1620	1421	43	3.7155
g0479.t1	3159	2960	27.4571	1.13895
g0479.t2	3153	2954	215.762	8.96822
g0479.t3	3150	2951	605.781	25.2052
g0480.t1	1545	1346	129	11.7676
g0481.t1	240	46.2784	0	0
g0482.t1	2476	2277	11.8154	0.637131
g0482.t2	1127	928	305.185	40.3792
g0483.t1	4125	3926	3.45033e-06	1.07908e-07
g0483.t2	4056	3857	230	7.32185
g0484.t1	1411	1212	21	2.12745
g0485.t1	1048	849	249.868	36.1365
g0485.t2	1101	902	119.132	16.2168
g0486.t1	1844	1645	19	1.41818
g0487.t3	1286	1087	65.9329	7.44758
g0487.t1	1435	1236	58.0671	5.76839
g0487.t2	1463	1264	0	0
g0488.t1	993	794	248	38.3508
g0489.t1	1302	1103	0	0
g0490.t1	6266	6067	0	0
g0490.t2	5430	5231	73	1.71349
g0491.t1	1308	1109	77	8.52515
g0492.t1	1372	1173	667	69.8185
g0493.t1	279	80.3587	0	0
g0494.t1	2951	2752	48	2.14159
g0495.t1	1191	992	2	0.247549
g0496.t1	210	28.6775	0	0
g0497.t2	2320	2121	9.99813	0.57879
g0497.t1	2338	2139	0.00186673	0.000107155
g0498.t1	871	672	1	0.182715
g0499.t1	1932	1733	35	2.47978
g0500.t1	1260	1061	399	46.1743
g0501.t1	1032	833	0	0
g0502.t1	2005	1806	32	2.17558
g0503.t1	1699	1500	0	0
g0504.t1	4657	4458	976	26.8814
g0505.t1	393	194	0	0
g0506.t1	2767	2568	4	0.191253
g0507.t1	549	350	0	0
g0508.t1	1676	1477	9	0.748178
g0509.t1	1577	1378	0	0
g0510.t1	3937	3738	44	1.44529
g0511.t1	1670	1471	6	0.50082
g0511.t2	1500	1301	0	0
g0511.t3	1670	1471	6	0.50082
g0512.t1	1763	1564	646	50.7153
g0513.t1	3459	3260	0	0
g0514.t1	2282	2083	39	2.29889
g0515.t1	1617	1418	51.5432	4.46312
g0516.t1	1927	1728	0.200069	0.014216
g0516.t2	1922	1723	3.79993	0.27079
g0517.t1	1255	1056	42	4.88347
g0517.t2	1385	1186	0	0
g0517.t3	1298	1099	0	0
g0517.t4	1428	1229	0	0
g0518.t1	1494	1295	0	0
g0519.t1	1300	1101	64	7.13733
g0520.t1	942	743	0	0
g0521.t1	2895	2696	0	0
g0521.t2	2832	2633	1.67147e-07	7.79455e-09
g0521.t3	2786	2587	10	0.47462
g0522.t1	1743	1544	184	14.6323
g0523.t1	992	793	4	0.619341
g0524.t1	1079	880	19	2.65103
g0525.t1	3965	3766	0	0
g0526.t1	3013	2814	29	1.26537
g0527.t1	888	689	0	0
g0528.t1	1652	1453	32	2.70413
g0529.t1	645	446	0	0
g0530.t1	836	637	1	0.192754
g0531.t1	1119	920	0	0
g0532.t1	813	614	1	0.199974
g0533.t1	933	734	0	0
g0534.t1	1963	1764	4	0.278423
g0535.t1	1324	1125	3	0.327425
g0536.t1	2220	2021	21	1.27584
g0537.t1	711	512	0	0
g0538.t1	1836	1637	11	0.825063
