target_id	length	eff_length	est_counts	tpm
g0058.t1	2406	2207	0	0
g0059.t1	7159	6960	0.691729	0.0204528
g0059.t2	7122	6923	170.308	5.06253
g0060.t1	141	11.8758	0	0
g0061.t1	1041	842	0	0
g0062.t1	2276	2077	179	17.7355
g0063.t1	3614	3415	190	11.4496
g0064.t1	2588	2389	110	9.47551
g0065.t1	3381	3182	0.00236318	0.000152835
g0065.t2	3351	3152	41.9976	2.74198
g0066.t1	2737	2538	13	1.05409
g0066.t3	2651	2452	0	0
g0066.t2	2061	1862	0	0
g0067.t1	600	401	0	0
g0068.t1	828	629	0	0
g0069.t1	1241	1042	0	0
g0069.t2	1214	1015	0	0
g0070.t1	348	149	0	0
g0071.t1	2357	2158	677	64.56
g0072.t1	1773	1574	0	0
g0072.t5	1777	1578	0	0
g0072.t4	1986	1787	0	0
g0072.t7	1354	1155	1.9453	0.346602
g0072.t3	1358	1159	0.0547	0.00971247
g0072.t2	1752	1553	0	0
g0072.t6	1756	1557	0	0
g0073.t1	2528	2329	0	0
g0073.t3	2662	2463	0	0
g0073.t4	2594	2395	54.2324	4.65993
g0073.t2	2509	2310	0.767617	0.0683846
g0074.t1	330	131.001	0	0
g0075.t1	1573	1374	0	0
g0075.t2	1456	1257	0	0
g0075.t3	1571	1372	0	0
g0076.t1	676	477	0	0
g0077.t1	252	55.6961	0	0
g0078.t1	2803	2604	0	0
g0078.t2	2649	2450	0	0
g0078.t3	2814	2615	0	0
g0079.t1	303	104.031	0	0
g0080.t1	1920	1721	0	0
g0081.t1	1184	985	7	1.46247
g0082.t1	2136	1937	174	18.4861
g0083.t1	1655	1456	0.00871037	0.00123112
g0083.t2	1644	1445	21.9913	3.13191
g0084.t1	1328	1129	0	0
g0085.t1	1056	857	0	0
g0086.t1	2370	2171	2	0.189582
g0087.t1	1166	967	0	0
g0088.t1	1852	1653	32	3.98385
g0089.t1	753	554	0	0
g0090.t1	3312	3113	11	0.727176
g0091.t1	2431	2232	0	0
g0091.t2	2351	2152	0	0
g0091.t4	2481	2282	0	0
g0091.t3	2403	2204	0	0
g0091.t6	2267	2068	0	0
g0091.t5	2344	2145	0	0
g0091.t8	2936	2737	0	0
g0091.t7	2858	2659	0	0
g0092.t1	789	590	0	0
g0093.t1	2103	1904	25	2.70209
g0094.t1	3502	3303	0	0
g0094.t2	2988	2789	0	0
g0094.t3	2996	2797	0	0
g0094.t4	3114	2915	0	0
g0094.t5	3173	2974	7	0.484377
g0095.t1	1224	1025	28	5.62161
g0096.t1	1493	1294	0	0
g0096.t6	1409	1210	0	0
g0096.t2	1438	1239	0	0
g0096.t3	1343	1144	1.94709	0.350257
g0096.t4	1531	1332	0	0
g0096.t5	1347	1148	0.0529054	0.00948384
g0097.t1	1232	1033	251	50.0034
g0098.t1	642	443	0	0
g0099.t1	3195	2996	0	0
g0100.t1	2931	2732	35.0256	2.63834
g0100.t2	2775	2576	71.9744	5.74987
g0101.t1	1150	951	211	45.6592
g0102.t1	660	461	0	0
g0103.t1	2536	2337	7	0.616404
g0104.t1	1121	922	17	3.79441
g0105.t1	861	662	0	0
g0105.t2	741	542	0	0
g0106.t1	978	779	0	0
g0107.t1	1227	1028	0	0
g0108.t1	3412	3213	14	0.896692
g0109.t1	477	278	0	0
g0110.t1	1842	1643	0	0
g0111.t1	573	374	0	0
g0112.t1	144	12.2368	0	0
g0113.t1	1316	1117	11.7675	2.16798
g0114.t1	799	600	0	0
g0115.t1	685	486	0	0
g0116.t1	1670	1471	35	4.89645
g0117.t1	336	137	0	0
g0118.t1	555	356	0	0
g0119.t1	5574	5375	33.3296	1.27608
g0120.t1	1798	1599	0	0
g0120.t2	1759	1560	3	0.395752
g0121.t1	7008	6809	57.6704	1.74299
g0122.t1	624	425	0	0
g0123.t1	1712	1513	0	0
g0124.t1	744	545	0	0
g0125.t1	2256	2057	1.72616	0.172692
g0125.t2	2253	2054	7.79562	0.781045
g0125.t3	1822	1623	41.4782	5.2593
g0126.t1	2774	2575	0	0
g0126.t2	2768	2569	0	0
g0126.t3	2089	1890	17	1.85103
g0127.t1	2926	2727	20	1.50928
g0128.t1	5098	4899	694	29.1527
g0129.t1	918	719	0	0
g0130.t1	1052	853	64	15.4403
g0131.t1	1686	1487	1	0.138393
g0132.t1	2973	2774	143	10.6085
g0133.t1	1391	1192	0	0
g0134.t1	2906	2707	180	13.6839
g0135.t1	348	149	0	0
g0136.t1	3967	3768	0	0
g0136.t2	3745	3546	11	0.638381
g0137.t1	1906	1707	0	0
g0138.t1	327	128.001	2	3.21545
g0139.t1	1421	1222	20	3.3681
g0140.t1	1734	1535	0	0
g0141.t1	1965	1766	108	12.5852
g0142.t1	1151	952	0	0
g0143.t1	1464	1265	229	37.2538
g0144.t1	1248	1049	221	43.3554
g0145.t1	663	464	0	0
g0146.t1	663	464	0	0
g0147.t1	2018	1819	0	0
g0148.t1	1555	1356	975	147.969
g0149.t1	312	113.011	0	0
g0150.t2	1125	926	0	0
g0150.t1	1690	1491	49	6.76308
g0151.t1	1714	1515	13	1.76586
g0152.t2	3577	3378	0	0
g0152.t1	3609	3410	0	0
g0152.t3	3410	3211	72	4.61443
g0152.t4	3750	3551	0	0
g0153.t1	613	414	0	0
g0154.t1	1074	875	0	0
g0155.t1	1810	1611	7.06579	0.902592
g0155.t2	1582	1383	138.934	20.6735
g0156.t1	2502	2303	11	0.982935
g0157.t1	1401	1202	1	0.171207
g0158.t1	1119	920	0	0
g0159.t1	1490	1291	13	2.07226
g0160.t1	312	113.011	0	0
g0161.t1	588	389	0	0
g0162.t1	3221	3022	0	0
g0163.t1	1421	1222	0	0
g0164.t1	3178	2979	0	0
g0164.t3	3163	2964	0	0
g0164.t2	2226	2027	6	0.609149
g0165.t2	3004	2805	0	0
g0165.t5	2955	2756	0	0
g0165.t4	2005	1806	1019	116.113
g0165.t3	2054	1855	0	0
g0165.t1	3280	3081	0	0
g0166.t1	2814	2615	10.502	0.826469
g0166.t2	1569	1370	24.498	3.6799
g0167.t1	279	80.3587	0	0
g0168.t1	1605	1406	0	0
g0168.t3	1451	1252	0	0
g0168.t2	1205	1006	16	3.27302
g0169.t1	465	266	0	0
g0170.t1	399	200	0	0
g0171.t1	2067	1868	0	0
g0172.t1	1297	1098	0	0
g0173.t1	3356	3157	0	0
g0174.t1	1037	838	12	2.94689
g0175.t1	2253	2054	31	3.1059
g0176.t1	3017	2818	94	6.86457
g0177.t1	321	122.003	0	0
g0178.t1	2861	2662	0	0
g0178.t4	2604	2405	19	1.62579
g0178.t3	2706	2507	0	0
g0178.t2	2136	1937	0	0
g0179.t1	489	290	0	0
g0180.t1	2108	1909	0	0
g0181.t2	1246	1047	535.133	105.182
g0181.t1	1201	1002	8086.87	1660.88
g0182.t1	594	395	0	0
g0183.t1	1536	1337	1	0.15392
g0184.t1	1703	1504	0	0
g0185.t1	2109	1910	0	0
g0186.t1	920	721	0	0
g0187.t1	648	449	0	0
g0188.t1	250	54.0423	0	0
g0189.t1	582	383	0	0
g0190.t1	552	353	0	0
g0191.t1	594	395	0	0
g0192.t1	1453	1254	0	0
g0192.t2	1794	1595	3	0.387068
g0192.t3	1866	1667	0	0
g0193.t1	1253	1054	0	0
g0194.t1	1556	1357	0	0
g0195.t1	1317	1118	0	0
g0196.t1	654	455	0	0
g0197.t1	3503	3304	0	0
g0198.t1	1222	1023	0	0
g0199.t1	525	326	0	0
g0200.t1	2809	2610	0	0
g0201.t1	417	218	0	0
g0202.t1	681	482	0	0
g0203.t1	801	602	0	0
g0204.t1	2518	2319	3	0.266224
g0205.t1	1145	946	28.8652	6.27927
g0206.t1	2040	1841	0.0251582	0.00281224
g0206.t3	2031	1832	3.97405	0.44641
g0206.t2	2037	1838	0.135623	0.015185
g0207.t1	333	134.001	0	0
g0208.t1	729	530	0	0
g0209.t1	3215	3016	4	0.272932
g0210.t1	2660	2461	24	2.0069
g0211.t1	1558	1359	0	0
g0212.t1	6743	6544	0	0
g0212.t2	6689	6490	22.0749	0.699971
g0212.t6	6395	6196	8.92509	0.296434
g0212.t5	6479	6280	8.11682e-06	2.65982e-07
g0212.t4	6659	6460	0	0
g0212.t3	6686	6487	0	0
g0213.t1	1436	1237	11	1.82999
g0214.t1	984	785	157	41.1582
g0215.t1	691	492	0	0
g0216.t1	147	12.6175	0	0
g0217.t1	141	11.8758	0	0
g0218.t1	4169	3970	16	0.829384
g0219.t1	1112	913	0	0
g0220.t1	1115	916	0	0
g0221.t1	2888	2689	8.87705	0.679367
g0221.t2	2885	2686	28.1229	2.15467
g0222.t1	5164	4965	68	2.81849
g0223.t1	1879	1680	70	8.57462
g0224.t1	3421	3222	75	4.79029
g0225.t1	672	473	0	0
g0226.t1	603	404	0	0
g0227.t1	1109	910	0	0
g0228.t1	111	9.10829	0	0
g0229.t1	1264	1065	47	9.08185
g0230.t1	1404	1205	0	0
g0231.t1	1703	1504	0	0
g0232.t1	201	24.9909	0	0
g0233.t1	2237	2038	4	0.403908
g0234.t1	2999	2800	0	0
g0234.t4	2909	2710	31.0868	2.36065
g0234.t3	2912	2713	9.91325	0.751956
g0234.t2	2996	2797	0	0
g0235.t1	2507	2308	7	0.624149
g0236.t1	1768	1569	0	0
g0237.t1	2852	2653	62	4.80929
g0238.t1	259	61.7147	0	0
g0239.t1	528	329	0	0
g0240.t1	1233	1034	0	0
g0241.t1	1826	1627	1	0.126485
g0242.t1	939	740	0	0
g0243.t1	972	773	0	0
g0244.t1	1325	1126	0	0
g0245.t1	360	161	0	0
g0246.t1	1323	1124	0	0
g0247.t1	1870	1671	0	0
g0248.t1	696	497	1	0.414066
g0249.t1	1221	1022	0	0
g0250.t1	1515	1316	0	0
g0250.t2	1617	1418	0	0
g0251.t1	1428	1229	0	0
g0252.t1	1555	1356	0	0
g0253.t1	2082	1883	8	0.874311
g0254.t1	1437	1238	0	0
g0255.t1	2677	2478	556	46.1742
g0256.t1	4461	4262	9	0.434565
g0257.t1	2066	1867	59	6.5033
g0258.t1	2289	2090	454	44.7029
g0259.t1	654	455	0	0
g0260.t1	1281	1082	21	3.99409
g0261.t1	1711	1512	78	10.6162
g0262.t1	866	667	11	3.39385
g0263.t1	2681	2482	945	78.3531
g0264.t1	2523	2324	0	0
g0265.t2	3833	3634	75	4.2472
g0265.t1	3833	3634	75	4.2472
g0266.t1	2291	2092	1	0.0983704
g0267.t1	1260	1061	0	0
g0268.t1	2385	2186	33	3.10663
g0269.t1	2502	2303	5.52278	0.493503
g0269.t2	2085	1886	125.442	13.6876
g0269.t4	2483	2284	109.035	9.82419
g0269.t3	2199	2000	0	0
g0270.t1	294	95.0839	0	0
g0271.t1	981	782	0	0
g0272.t1	2133	1934	0	0
g0273.t1	657	458	0	0
g0274.t1	779	580	0	0
g0275.t1	650	451	0	0
g0276.t1	1394	1195	0	0
g0277.t1	1465	1266	0	0
g0278.t1	726	527	0	0
g0279.t1	4146	3947	12	0.625663
g0279.t2	4105	3906	0	0
g0280.t1	2342	2143	0	0
g0281.t1	3651	3452	80	4.7692
g0282.t1	1211	1012	0	0
g0283.t1	282	83.2735	0	0
g0284.t1	1966	1767	9	1.04817
g0285.t1	1034	835	0	0
g0286.t1	555	356	0	0
g0287.t1	2062	1863	125	13.8078
g0288.t1	3242	3043	317	21.438
g0289.t1	474	275	0	0
g0290.t1	1006	807	0	0
g0291.t1	2890	2691	0	0
g0292.t1	1609	1410	3	0.437853
g0293.t1	999	800	0	0
g0294.t1	1759	1560	0	0
g0295.t1	462	263	0	0
g0296.t1	552	353	0	0
g0297.t1	2380	2181	0	0
g0298.t1	1591	1392	6	0.88703
g0299.t1	1622	1423	3	0.433853
g0300.t1	421	222	0	0
g0301.t1	618	419	0	0
g0302.t1	1879	1680	48	5.87974
g0303.t1	954	755	0	0
g0303.t2	887	688	4	1.19646
g0304.t1	1043	844	12	2.92594
g0305.t1	923	724	0	0
g0306.t1	2832	2633	16	1.25053
g0307.t1	375	176	0	0
g0307.t2	372	173	0	0
g0308.t1	5454	5255	0.290913	0.0113924
g0308.t2	5445	5246	1.70909	0.0670443
g0309.t1	3271	3072	0	0
g0309.t2	3191	2992	369	25.38
g0310.t1	644	445	2	0.924903
g0311.t1	752	553	14	5.2099
g0312.t1	996	797	29	7.488
g0313.t1	2816	2617	3	0.235909
g0314.t1	1613	1414	0	0
g0314.t2	1610	1411	0	0
g0315.t1	99	8.31548	0	0
g0316.t1	925	726	1	0.283459
g0317.t1	1253	1054	0	0
g0318.t1	3540	3341	149.971	9.23757
g0319.t1	941	742	18	4.99223
g0320.t1	315	116.007	0	0
g0321.t1	4371	4172	22	1.08519
g0322.t1	1060	861	106	25.3355
g0323.t1	1021	822	0	0
g0323.t2	918	719	0	0
g0324.t1	1170	971	1	0.211937
g0325.t1	1155	956	0	0
g0326.t1	1410	1211	11	1.86928
g0327.t1	655	456	0	0
g0328.t1	619	420	0	0
g0329.t1	8682	8483	0	0
g0330.t1	1121	922	14	3.12481
g0331.t1	4315	4116	0	0
g0332.t1	7356	7157	4	0.115015
g0333.t1	384	185	0	0
g0334.t1	606	407	1	0.505629
g0335.t1	3579	3380	0	0
g0335.t8	3285	3086	0	0
g0335.t5	2507	2308	0	0
g0335.t7	3366	3167	0	0
g0335.t4	3173	2974	0	0
g0335.t6	2973	2774	0	0
g0335.t2	3440	3241	0	0
g0335.t3	2307	2108	1	0.0976238
g0336.t1	171	16.5603	0	0
g0337.t1	2702	2503	17	1.3977
g0337.t2	1574	1375	0	0
g0338.t1	1348	1149	96	17.194
g0338.t2	1272	1073	0	0
g0338.t3	1276	1077	0	0
g0339.t1	1582	1383	56	8.33282
g0340.t1	1637	1438	76	10.8763
g0341.t1	1682	1483	4	0.555066
g0342.t1	1935	1736	10	1.18543
g0343.t1	1966	1767	39	4.54207
g0344.t1	1892	1693	97	11.7907
g0345.t1	2612	2413	44.3162	3.77947
g0345.t2	2609	2410	93.6838	7.9997
g0346.t1	2437	2238	10.5816	0.973007
g0346.t2	2518	2319	0	0
g0346.t3	2014	1815	54.4184	6.17015
g0347.t1	2197	1998	41	4.22294
g0348.t1	225	36.3941	2291	12954.5
g0349.t1	249	53.2273	0	0
g0350.t1	1196	997	419	86.4858
g0351.t1	1675	1476	28	3.90389
g0352.t1	1611	1412	70	10.2021
g0353.t1	1857	1658	0	0
g0353.t2	1964	1765	0	0
g0353.t3	1868	1669	0	0
g0354.t1	543	344	0	0
g0355.t1	3048	2849	124	8.95685
g0356.t1	1907	1708	0	0
g0356.t10	830	631	57.6194	18.7917
g0356.t11	842	643	2.03686e-07	6.51894e-08
g0356.t12	909	710	0	0
g0356.t13	1020	821	0	0
g0356.t14	924	725	0	0
g0356.t15	913	714	0	0
g0356.t4	1102	903	0	0
g0356.t2	997	798	0	0
g0356.t3	1098	899	0	0
g0356.t5	1804	1605	0	0
g0356.t6	982	783	0	0
g0356.t7	901	702	0	0
g0356.t8	956	757	6.00794	1.63326
g0356.t9	925	726	0	0
g0357.t1	2163	1964	0	0
g0358.t3	2422	2223	0	0
g0358.t2	2172	1973	1	0.104304
g0358.t1	2482	2283	0	0
g0358.t4	2317	2118	0	0
g0359.t1	1512	1313	0	0
g0360.t1	1806	1607	0	0
g0361.t1	2366	2167	19.2243	1.82565
g0362.t1	1359	1160	0	0
g0363.t1	3090	2891	1	0.0711833
g0364.t1	180	18.5798	0	0
g0365.t1	1536	1337	20	3.0784
g0366.t1	1266	1067	17	3.27877
g0367.t1	1923	1724	0	0
g0368.t1	1581	1382	0	0
g0369.t1	1837	1638	0.0473774	0.00595228
g0369.t2	1830	1631	3.95262	0.498721
g0370.t1	1895	1696	86	10.4352
g0371.t1	3592	3393	81	4.91278
g0372.t3	1850	1651	0	0
g0372.t8	2204	2005	0	0
g0372.t6	1998	1799	0	0
g0372.t4	1772	1573	0	0
g0372.t2	1774	1575	0	0
g0372.t5	1696	1497	2	0.274938
g0372.t7	1687	1488	0	0
g0372.t1	1509	1310	13	2.0422
g0373.t1	2149	1950	0	0
g0373.t2	1719	1520	0	0
g0374.t1	2253	2054	0	0
g0374.t2	2204	2005	22	2.25805
g0375.t1	1659	1460	0	0
g0376.t1	1524	1325	0	0
g0377.t1	1342	1143	1	0.180045
g0378.t1	1980	1781	90	10.3993
g0379.t1	2298	2099	7.80458	0.76518
g0380.t1	2353	2154	0	0
g0380.t4	2513	2314	0	0
g0380.t3	2516	2317	0	0
g0380.t9	1707	1508	0	0
g0380.t5	2269	2070	0	0
g0380.t7	2056	1857	58.3264	6.46368
g0380.t6	7129	6930	2.86897	0.085196
g0380.t8	6303	6104	0	0
g0380.t2	2350	2151	0	0
g0381.t1	9890	9691	44	0.934351
g0382.t1	622	423	0	0
g0383.t1	2397	2198	16	1.49802
g0384.t1	795	596	0	0
g0385.t1	1099	900	0	0
g0386.t1	782	583	1422	501.946
g0387.t1	788	589	1	0.34939
g0388.t1	1276	1077	10	1.91078
g0389.t1	2177	1978	3	0.31212
g0390.t1	1028	829	0	0
g0391.t1	1282	1083	2	0.380039
g0392.t1	3294	3095	943	62.7014
g0392.t2	2514	2315	0	0
g0393.t1	536	337	1146.39	700.051
g0394.t1	4038	3839	2	0.107211
g0395.t1	4165	3966	0	0
g0395.t2	4019	3820	21	1.13131
g0396.t1	267	68.9638	0	0
g0397.t1	986	787	0	0
g0398.t1	1959	1760	0	0
g0399.t1	889	690	2	0.596495
g0400.t1	1227	1028	39	7.80724
g0401.t1	1533	1334	1616.61	249.388
g0402.t1	2727	2528	4	0.325619
g0403.t1	531	332	0	0
g0404.t1	2123	1924	0	0
g0405.t1	222	34.6815	0	0
g0406.t1	3665	3466	0	0
g0407.t1	444	245	0	0
g0408.t1	1515	1316	22.3482	3.49472
g0408.t3	2783	2584	0	0
g0408.t4	1520	1321	0.444595	0.0692609
g0408.t2	2721	2522	2.48393	0.202685
g0409.t1	3682	3483	1	0.0590844
g0410.t1	2011	1812	7.72331	0.877145
g0411.t1	1076	877	2	0.469307
g0412.t1	273	74.5993	0	0
g0413.t1	2101	1902	36.5151	3.95083
g0413.t2	2098	1899	186.485	20.209
g0414.t1	3033	2834	40	2.9046
g0415.t1	258	60.8345	2	6.76559
g0416.t1	1323	1124	0	0
g0417.t1	2876	2677	0	0
g0417.t3	1833	1634	0	0
g0417.t4	1892	1693	0	0
g0417.t2	1769	1570	0	0
g0417.t8	2801	2602	0	0
g0417.t7	1758	1559	0	0
g0417.t5	1817	1618	0	0
g0417.t6	1694	1495	0	0
g0418.t1	3284	3085	108	7.20435
g0418.t2	3278	3079	0	0
g0419.t1	1063	864	1	0.238184
g0420.t1	297	98.0609	0	0
g0421.t1	8369	8170	1	0.0251886
g0422.t1	622	423	0	0
g0423.t1	171	16.5603	0	0
g0424.t1	201	24.9909	0	0
g0425.t1	602	403	0	0
g0425.t2	572	373	0	0
g0426.t1	532	333	0	0
g0427.t1	445	246	0	0
g0428.t1	823	624	0	0
g0429.t1	555	356	0	0
g0430.t1	3229	3030	0	0
g0431.t1	2733	2534	0	0
g0432.t1	3454	3255	16	1.01157
g0433.t1	721	522	0	0
g0434.t1	2664	2465	0	0
g0434.t2	2606	2407	0	0
g0434.t3	2564	2365	1.38785e-08	1.20764e-09
g0434.t4	2560	2361	7.97556e-08	6.95171e-09
g0434.t5	2518	2319	9	0.798671
g0435.t1	456	257	0	0
g0436.t1	849	650	0	0
g0437.t1	743	544	0	0
g0438.t1	1258	1059	5	0.971628
g0439.t1	165	15.3999	1	13.3632
g0440.t1	3859	3660	74.8606	4.20919
g0440.t3	3811	3612	61.9928	3.53199
g0440.t2	3250	3051	1.14664	0.0773412
g0441.t1	3163	2964	123	8.53991
g0442.t1	1107	908	0	0
g0443.t1	3550	3351	50	3.07059
g0444.t1	505	306	0	0
g0445.t1	4142	3943	86	4.48847
g0446.t1	2332	2133	2	0.192959
g0447.t1	1163	964	0	0
g0448.t1	1182	983	0	0
g0448.t2	1103	904	1	0.227645
g0449.t1	3226	3027	128.572	8.74098
g0449.t2	2949	2750	0	0
g0450.t1	183	19.3378	17	180.912
g0451.t1	5054	4855	12	0.508649
g0452.t1	1914	1715	0.000299921	3.5989e-05
g0452.t2	1911	1712	190	22.8389
g0453.t1	2379	2180	284	26.8095
g0454.t1	2959	2760	0	0
g0455.t1	514	315	0	0
g0456.t1	1749	1550	5	0.663842
g0457.t1	2689	2490	7	0.578529
g0458.t1	1111	912	199.952	45.1187
g0459.t1	2310	2111	853	83.1547
g0460.t1	1923	1724	6	0.71621
g0461.t2	1903	1704	252	30.4339
g0461.t1	1903	1704	252	30.4339
g0462.t1	1891	1692	39	4.74341
g0463.t1	872	673	1	0.305781
g0464.t1	1117	918	0	0
g0465.t1	849	650	0	0
g0466.t1	1748	1549	0	0
g0467.t1	1181	982	14	2.93388
g0467.t2	1153	954	0	0
g0468.t1	540	341	0	0
g0469.t1	2234	2035	0	0
g0469.t2	2239	2040	0	0
g0469.t3	1951	1752	0	0
g0470.t1	2490	2291	19	1.70669
g0471.t1	1831	1632	51	6.43097
g0472.t1	1852	1653	394	49.0512
g0473.t1	1787	1588	0	0
g0474.t1	786	587	0	0
g0475.t1	2480	2281	0	0
g0475.t2	3015	2816	0	0
g0476.t1	511	312	0	0
g0477.t1	873	674	0	0
g0478.t1	1966	1767	0	0
g0478.t2	1620	1421	1	0.144821
g0479.t1	3159	2960	5.28283	0.367283
g0479.t2	3153	2954	42.9702	2.99352
g0479.t3	3150	2951	122.747	8.55988
g0480.t1	1545	1346	41	6.26852
g0481.t1	240	46.2784	0	0
g0482.t1	2476	2277	8.37428	0.756851
g0482.t2	1127	928	264.626	58.6827
g0483.t1	4125	3926	4.99384e-07	2.61764e-08
g0483.t2	4056	3857	45	2.40098
g0484.t1	1411	1212	8	1.35836
g0485.t1	1048	849	0.0748861	0.0181518
g0485.t2	1101	902	79.9251	18.2349
g0486.t1	1844	1645	9	1.12591
g0487.t3	1286	1087	3.1141	0.589561
g0487.t1	1435	1236	24.8859	4.14344
g0487.t2	1463	1264	0	0
g0488.t1	993	794	14	3.62855
g0489.t1	1302	1103	0	0
g0490.t1	6266	6067	0	0
g0490.t2	5430	5231	15	0.59011
g0491.t1	1308	1109	7	1.29895
g0492.t1	1372	1173	1367	239.826
g0493.t1	279	80.3587	1	2.5609
g0494.t1	2951	2752	28	2.0938
g0495.t1	1191	992	0	0
g0496.t1	210	28.6775	0	0
g0497.t2	2320	2121	4.99919	0.485049
g0497.t1	2338	2139	0.000808481	7.77831e-05
g0498.t1	871	672	0	0
g0499.t1	1932	1733	6	0.71249
g0500.t1	1260	1061	163	31.6154
g0501.t1	1032	833	0	0
g0502.t1	2005	1806	10	1.13948
g0503.t1	1699	1500	0	0
g0504.t1	4657	4458	413	19.065
g0505.t1	393	194	0	0
g0506.t1	2767	2568	0	0
g0507.t1	549	350	1	0.587974
g0508.t1	1676	1477	8	1.11464
g0509.t1	1577	1378	2	0.298681
g0510.t1	3937	3738	36	1.98193
g0511.t1	1670	1471	5	0.699493
g0511.t2	1500	1301	0	0
g0511.t3	1670	1471	5	0.699493
g0512.t1	1763	1564	258	33.9476
g0513.t1	3459	3260	0	0
g0514.t1	2282	2083	2	0.197591
g0515.t1	1617	1418	42.1646	6.11925
g0516.t1	1927	1728	3.10669	0.369982
g0516.t2	1922	1723	3.11169	0.371652
g0517.t1	1255	1056	0	0
g0517.t2	1385	1186	0	0
g0517.t3	1298	1099	0	0
g0517.t4	1428	1229	0	0
g0518.t1	1494	1295	0	0
g0519.t1	1300	1101	11	2.05604
g0520.t1	942	743	0	0
g0521.t1	2895	2696	0	0
g0521.t2	2832	2633	1.36259e-07	1.06498e-08
g0521.t3	2786	2587	11	0.875029
g0522.t1	1743	1544	38	5.0648
g0523.t1	992	793	0	0
g0524.t1	1079	880	9	2.10468
g0525.t1	3965	3766	1	0.0546444
g0526.t1	3013	2814	1	0.0731311
g0527.t1	888	689	0	0
g0528.t1	1652	1453	13	1.84121
g0529.t1	645	446	0	0
g0530.t1	836	637	0	0
g0531.t1	1119	920	4.36154	0.975615
g0532.t1	813	614	1	0.335164
g0533.t1	933	734	0	0
g0534.t1	1963	1764	0	0
g0535.t1	1324	1125	2	0.36585
g0536.t1	2220	2021	24	2.44383
g0537.t1	711	512	0	0
g0538.t1	1836	1637	5	0.628561
g0539.t1	1913	1714	12.0302	1.44441
g0539.t2	2045	1846	9.32336	1.03936
g0539.t3	2144	1945	19.6464	2.07869
g0540.t1	1740	1541	75	10.0158
g0541.t1	1140	941	1	0.218694
g0542.t1	770	571	0	0
g0543.t1	1221	1022	0	0
g0544.t1	3025	2826	4	0.291282
g0545.t1	1850	1651	107	13.3371
g0546.t1	1461	1262	0	0
g0547.t1	3783	3584	22	1.26323
g0548.t1	2810	2611	0	0
g0548.t2	2694	2495	42	3.46422
