target_id	length	eff_length	est_counts	tpm
g0093.t1	2103	1904	26	2.98445
g0094.t1	3502	3303	0	0
g0094.t2	2988	2789	0	0
g0094.t3	2996	2797	0	0
g0094.t4	3114	2915	0	0
g0094.t5	3173	2974	20	1.46976
g0095.t1	1224	1025	125	26.6529
g0096.t1	1493	1294	0	0
g0096.t6	1409	1210	0	0
g0096.t2	1438	1239	0	0
g0096.t3	1343	1144	21.2796	4.06533
g0096.t4	1531	1332	0	0
g0096.t5	1347	1148	0.720403	0.137149
g0097.t1	1232	1033	544	115.095
g0098.t1	642	443	0	0
g0099.t1	3195	2996	0	0
g0100.t1	2931	2732	35.0256	2.80197
g0100.t2	2775	2576	120.974	10.2637
g0101.t1	1150	951	205	47.112
g0102.t1	660	461	0	0
g0103.t1	2536	2337	9	0.84167
g0104.t1	1121	922	0	0
g0105.t1	861	662	0	0
g0105.t2	741	542	0	0
g0106.t1	978	779	0	0
g0107.t1	1227	1028	0	0
g0108.t1	3412	3213	29	1.97263
g0109.t1	477	278	0	0
g0110.t1	1842	1643	0	0
g0111.t1	573	374	0	0
g0112.t1	144	12.2368	0	0
g0113.t1	1316	1117	31.5548	6.17406
g0114.t1	799	600	0	0
g0115.t1	685	486	0	0
g0116.t1	1670	1471	35	5.20012
g0117.t1	336	137	0	0
g0118.t1	555	356	0	0
g0119.t1	5574	5375	22.2259	0.90373
g0120.t1	1798	1599	0	0
g0120.t2	1759	1560	48	6.72473
g0121.t1	7008	6809	49.7741	1.59764
g0122.t1	624	425	0	0
g0123.t1	1712	1513	0	0
g0124.t1	744	545	0	0
g0125.t1	2256	2057	2.78968	0.2964
g0125.t2	2253	2054	11.4919	1.22278
g0125.t3	1822	1623	152.718	20.5651
g0126.t1	2774	2575	0	0
g0126.t2	2768	2569	0	0
g0126.t3	2089	1890	29	3.35347
g0127.t1	2926	2727	34	2.72491
g0128.t1	5098	4899	2209	98.5476
g0129.t1	918	719	0	0
g0130.t1	1052	853	522	133.746
g0131.t1	1686	1487	11	1.61674
g0132.t1	2973	2774	243	19.1451
g0133.t1	1391	1192	1.00239	0.183788
g0134.t1	2906	2707	170	13.7252
g0135.t1	348	149	0	0
g0136.t1	3967	3768	0	0
g0136.t2	3745	3546	6	0.369803
g0137.t1	1906	1707	0	0
g0138.t1	327	128.001	2	3.41486
g0139.t1	1421	1222	22	3.93468
g0140.t1	1734	1535	0	0
g0141.t1	1965	1766	576	71.2836
g0142.t1	1151	952	0	0
g0143.t1	1464	1265	413	71.3539
g0144.t1	1248	1049	714	148.758
g0145.t1	663	464	0	0
g0146.t1	663	464	0	0
g0147.t1	2018	1819	0	0
g0148.t1	1555	1356	939	151.344
g0149.t1	312	113.011	0	0
g0150.t2	1125	926	0	0
g0150.t1	1690	1491	115	16.8569
g0151.t1	1714	1515	24	3.46223
g0152.t2	3577	3378	0	0
g0152.t1	3609	3410	0	0
g0152.t3	3410	3211	83.5559	5.68715
g0152.t4	3750	3551	10.4441	0.642805
g0153.t1	613	414	1	0.527907
g0154.t1	1074	875	0	0
g0155.t1	1810	1611	7.06579	0.958568
g0155.t2	1582	1383	155.934	24.6421
g0156.t1	2502	2303	136	12.9063
g0157.t1	1401	1202	9	1.63642
g0158.t1	1119	920	0	0
g0159.t1	1490	1291	76.8321	13.0069
g0160.t1	312	113.011	0	0
g0161.t1	588	389	0	0
g0162.t1	3221	3022	74.1679	5.36389
g0163.t1	1421	1222	0	0
g0164.t1	3178	2979	0	0
g0164.t3	3163	2964	3.16329	0.233248
g0164.t2	2226	2027	11.8483	1.2775
g0165.t2	3004	2805	0	0
g0165.t5	2955	2756	0	0
g0165.t4	2005	1806	991.274	119.959
g0165.t3	2054	1855	75.7143	8.92055
g0165.t1	3280	3081	0	0
g0166.t1	2814	2615	39.0121	3.26051
g0166.t2	1569	1370	0	0
g0167.t1	279	80.3587	0	0
g0168.t1	1605	1406	10.545	1.63915
g0168.t3	1451	1252	0	0
g0168.t2	1205	1006	44.455	9.65785
g0169.t1	465	266	6	4.92978
g0170.t1	399	200	0	0
g0171.t1	2067	1868	8	0.93599
g0172.t1	1297	1098	1	0.199047
g0173.t1	3356	3157	0	0
g0174.t1	1037	838	119	31.0357
g0175.t1	2253	2054	69	7.34187
g0176.t1	3017	2818	104	8.06585
g0177.t1	321	122.003	0	0
g0178.t1	2861	2662	10.358	0.850403
g0178.t4	2604	2405	17.642	1.60321
g0178.t3	2706	2507	0	0
g0178.t2	2136	1937	0	0
g0179.t1	489	290	0	0
g0180.t1	2108	1909	0	0
g0181.t2	1246	1047	395.533	82.5647
g0181.t1	1201	1002	4718.47	1029.18
g0182.t1	594	395	0	0
g0183.t1	1536	1337	19	3.10585
g0184.t1	1703	1504	0	0
g0185.t1	2109	1910	18	2.05967
g0186.t1	920	721	0	0
g0187.t1	648	449	0	0
g0188.t1	250	54.0423	0	0
g0189.t1	582	383	0	0
g0190.t1	552	353	0	0
g0191.t1	594	395	0	0
g0192.t1	1453	1254	1.32258	0.230506
g0192.t2	1794	1595	4.67742	0.64092
g0192.t3	1866	1667	0	0
g0193.t1	1253	1054	0	0
g0194.t1	1556	1357	0	0
g0195.t1	1317	1118	8	1.56389
g0196.t1	654	455	0	0
g0197.t1	3503	3304	0	0
g0198.t1	1222	1023	0	0
g0199.t1	525	326	0	0
g0200.t1	2809	2610	0	0
g0201.t1	417	218	0	0
g0202.t1	681	482	0	0
g0203.t1	801	602	0	0
g0204.t1	2518	2319	0	0
g0205.t1	1145	946	33.5635	7.75416
g0206.t1	2040	1841	0.077432	0.00919231
g0206.t3	2031	1832	8.98236	1.07158
g0206.t2	2037	1838	0.376664	0.0447885
g0207.t1	333	134.001	0	0
g0208.t1	729	530	0	0
g0209.t1	3215	3016	6	0.434788
g0210.t1	2660	2461	45	3.99631
g0211.t1	1558	1359	0	0
g0212.t1	6743	6544	0	0
g0212.t2	6689	6490	0	0
g0212.t6	6395	6196	19	0.670192
g0212.t5	6479	6280	4.03613e-05	1.40463e-06
g0212.t4	6659	6460	0	0
g0212.t3	6686	6487	0	0
g0213.t1	1436	1237	12	2.12016
g0214.t1	984	785	421	117.212
g0215.t1	691	492	0	0
g0216.t1	147	12.6175	2	34.6428
g0217.t1	141	11.8758	0	0
g0218.t1	4169	3970	25	1.37628
g0219.t1	1112	913	0	0
g0220.t1	1115	916	0	0
g0221.t1	2888	2689	10.6251	0.863574
g0221.t2	2885	2686	31.3749	2.5529
g0222.t1	5164	4965	56	2.46506
g0223.t1	1879	1680	222	28.8803
g0224.t1	3421	3222	216	14.6516
g0225.t1	672	473	0	0
g0226.t1	603	404	0	0
g0227.t1	1109	910	0	0
g0228.t1	111	9.10829	0	0
g0229.t1	1264	1065	67	13.7494
g0230.t1	1404	1205	0	0
g0231.t1	1703	1504	0	0
g0232.t1	201	24.9909	0	0
g0233.t1	2237	2038	3	0.321718
g0234.t1	2999	2800	0	0
g0234.t4	2909	2710	41.7316	3.36553
g0234.t3	2912	2713	14.2684	1.14944
g0234.t2	2996	2797	0	0
g0235.t1	2507	2308	2	0.189388
g0236.t1	1768	1569	0	0
g0237.t1	2852	2653	241	19.8535
g0238.t1	259	61.7147	0	0
g0239.t1	528	329	0	0
g0240.t1	1233	1034	0	0
g0241.t1	1826	1627	0	0
g0242.t1	939	740	0	0
g0243.t1	972	773	0	0
g0244.t1	1325	1126	0	0
g0245.t1	360	161	0	0
g0246.t1	1323	1124	0	0
g0247.t1	1870	1671	0	0
g0248.t1	696	497	1	0.439746
g0249.t1	1221	1022	1	0.213849
g0250.t1	1515	1316	0	0
g0250.t2	1617	1418	0	0
g0251.t1	1428	1229	0	0
g0252.t1	1555	1356	0	0
g0253.t1	2082	1883	0	0
g0254.t1	1437	1238	0	0
g0255.t1	2677	2478	542	47.8031
g0256.t1	4461	4262	17	0.871753
g0257.t1	2066	1867	107	12.5256
g0258.t1	2289	2090	132	13.8034
g0259.t1	654	455	0	0
g0260.t1	1281	1082	455	91.9056
g0261.t1	1711	1512	102	14.7437
g0262.t1	866	667	1	0.327667
g0263.t1	2681	2482	631	55.563
g0264.t1	2523	2324	1	0.094042
g0265.t2	3833	3634	45.5	2.73643
g0265.t1	3833	3634	45.5	2.73643
g0266.t1	2291	2092	5	0.522356
g0267.t1	1260	1061	0	0
g0268.t1	2385	2186	41	4.09913
g0269.t1	2502	2303	11.0456	1.04822
g0269.t2	2085	1886	171.522	19.8764
g0269.t4	2483	2284	34.4322	3.29478
g0269.t3	2199	2000	0	0
g0270.t1	294	95.0839	0	0
g0271.t1	981	782	0	0
g0272.t1	2133	1934	0	0
g0273.t1	657	458	0	0
g0274.t1	779	580	0	0
g0275.t1	650	451	0	0
g0276.t1	1394	1195	23	4.20647
g0277.t1	1465	1266	0	0
g0278.t1	726	527	0	0
g0279.t1	4146	3947	10	0.553721
g0279.t2	4105	3906	0	0
g0280.t1	2342	2143	2	0.20397
g0281.t1	3651	3452	96	6.07797
g0282.t1	1211	1012	1	0.215962
g0283.t1	282	83.2735	0	0
g0284.t1	1966	1767	15	1.85529
g0285.t1	1034	835	0	0
g0286.t1	555	356	0	0
g0287.t1	2062	1863	313	36.7189
g0288.t1	3242	3043	724	51.9989
g0289.t1	474	275	0	0
g0290.t1	1006	807	5	1.35411
g0291.t1	2890	2691	1.0003	0.081241
g0292.t1	1609	1410	17	2.63504
g0293.t1	999	800	0	0
g0294.t1	1759	1560	0	0
g0295.t1	462	263	0	0
g0296.t1	552	353	0	0
g0297.t1	2380	2181	0	0
g0298.t1	1591	1392	2	0.314014
g0299.t1	1622	1423	0	0
g0300.t1	421	222	0	0
g0301.t1	618	419	0	0
g0302.t1	1879	1680	51	6.63466
g0303.t1	954	755	22.5173	6.51819
g0303.t2	887	688	20.4827	6.50664
g0304.t1	1043	844	14	3.6253
g0305.t1	923	724	0	0
g0306.t1	2832	2633	4	0.332022
g0307.t1	375	176	0	0
g0307.t2	372	173	0	0
g0308.t1	5454	5255	0.1594	0.00662939
g0308.t2	5445	5246	0.8406	0.0350202
g0309.t1	3271	3072	0	0
g0309.t2	3191	2992	86	6.28195
g0310.t1	644	445	0	0
g0311.t1	752	553	3	1.18564
g0312.t1	996	797	573	157.128
g0313.t1	2816	2617	7	0.584591
g0314.t1	1613	1414	0	0
g0314.t2	1610	1411	0	0
g0315.t1	99	8.31548	1	26.2827
g0316.t1	925	726	3	0.903114
g0317.t1	1253	1054	1	0.207356
g0318.t1	3540	3341	1099.65	71.9345
g0319.t1	941	742	30	8.8364
g0320.t1	315	116.007	0	0
g0321.t1	4371	4172	69	3.61462
g0322.t1	1060	861	206	52.2904
g0323.t1	1021	822	0	0
g0323.t2	918	719	0	0
g0324.t1	1170	971	2	0.450162
g0325.t1	1155	956	1	0.228613
g0326.t1	1410	1211	8	1.44379
g0327.t1	655	456	6.57809	3.15277
g0328.t1	619	420	4.42191	2.30101
g0329.t1	8682	8483	14	0.360692
g0330.t1	1121	922	32.7807	7.77042
g0331.t1	4315	4116	10.2193	0.542632
g0332.t1	7356	7157	14.3715	0.438863
g0333.t1	384	185	8.62851	10.1935
g0334.t1	606	407	1	0.536987
g0335.t1	3579	3380	0	0
g0335.t8	3285	3086	0	0
g0335.t5	2507	2308	0	0
g0335.t7	3366	3167	0	0
g0335.t4	3173	2974	0	0
g0335.t6	2973	2774	0	0
g0335.t2	3440	3241	0	0
g0335.t3	2307	2108	2	0.207356
g0336.t1	171	16.5603	0	0
g0337.t1	2702	2503	31	2.70682
g0337.t2	1574	1375	0	0
g0338.t1	1348	1149	179	34.0479
g0338.t2	1272	1073	0	0
g0338.t3	1276	1077	0	0
g0339.t1	1582	1383	8	1.26423
g0340.t1	1637	1438	48	7.29525
g0341.t1	1682	1483	4	0.58949
g0342.t1	1935	1736	10	1.25895
g0343.t1	1966	1767	30	3.71059
g0344.t1	1892	1693	161	20.7839
g0345.t1	2612	2413	75.5191	6.84002
g0345.t2	2609	2410	166.481	15.0975
g0346.t1	2437	2238	15.8723	1.55003
g0346.t2	2518	2319	0	0
g0346.t3	2014	1815	106.128	12.7794
g0347.t1	2197	1998	64	7.00072
g0348.t1	225	36.3941	908	5452.72
g0349.t1	249	53.2273	0	0
g0350.t1	1196	997	894	195.975
g0351.t1	1675	1476	66	9.77272
g0352.t1	1611	1412	168	26.0035
g0353.t1	1857	1658	23.9607	3.15845
g0353.t2	1964	1765	0	0
g0353.t3	1868	1669	0.0392504	0.0051398
g0354.t1	543	344	0	0
g0355.t1	3048	2849	206	15.8028
g0356.t1	1907	1708	0	0
g0356.t10	830	631	66.6503	23.085
g0356.t11	842	643	7.72035e-07	2.62412e-07
g0356.t12	909	710	0	0
g0356.t13	1020	821	0	0
g0356.t14	924	725	0	0
g0356.t15	913	714	0	0
g0356.t4	1102	903	0	0
g0356.t2	997	798	31.6546	8.66945
g0356.t3	1098	899	0	0
g0356.t5	1804	1605	0	0
g0356.t6	982	783	0	0
g0356.t7	901	702	0	0
g0356.t8	956	757	0	0
g0356.t9	925	726	0	0
g0357.t1	2163	1964	0	0
g0358.t3	2422	2223	0	0
g0358.t2	2172	1973	0	0
g0358.t1	2482	2283	0	0
g0358.t4	2317	2118	0	0
g0359.t1	1512	1313	0	0
g0360.t1	1806	1607	0	0
g0361.t1	2366	2167	32.1632	3.24384
g0362.t1	1359	1160	0	0
g0363.t1	3090	2891	0	0
g0364.t1	180	18.5798	0	0
g0365.t1	1536	1337	11	1.79812
g0366.t1	1266	1067	199	40.7612
g0367.t1	1923	1724	0	0
g0368.t1	1581	1382	0	0
g0369.t1	1837	1638	0.216384	0.0288715
g0369.t2	1830	1631	13.7836	1.847
g0370.t1	1895	1696	337	43.4272
g0371.t1	3592	3393	193	12.4317
g0372.t3	1850	1651	0	0
g0372.t8	2204	2005	0	0
g0372.t6	1998	1799	0	0
g0372.t4	1772	1573	0	0
g0372.t2	1774	1575	1.57332e-07	2.18321e-08
g0372.t5	1696	1497	2.46793	0.360304
g0372.t7	1687	1488	0	0
g0372.t1	1509	1310	25.5321	4.25964
g0373.t1	2149	1950	1	0.112079
g0373.t2	1719	1520	0	0
g0374.t1	2253	2054	0	0
g0374.t2	2204	2005	18	1.96208
g0375.t1	1659	1460	0	0
g0376.t1	1524	1325	0	0
g0377.t1	1342	1143	18	3.44179
g0378.t1	1980	1781	226	27.7334
g0379.t1	2298	2099	51.6828	5.38135
g0380.t1	2353	2154	0	0
g0380.t4	2513	2314	0	0
g0380.t3	2516	2317	0	0
g0380.t9	1707	1508	0	0
g0380.t5	2269	2070	0	0
g0380.t7	2056	1857	62.8947	7.40219
g0380.t6	7129	6930	1.42253	0.0448627
g0380.t8	6303	6104	0	0
g0380.t2	2350	2151	0	0
g0381.t1	9890	9691	86	1.93949
g0382.t1	622	423	0	0
g0383.t1	2397	2198	129	12.8268
g0384.t1	795	596	0	0
g0385.t1	1099	900	11	2.67121
g0386.t1	782	583	4104	1538.5
g0387.t1	788	589	14	5.19482
g0388.t1	1276	1077	61	12.3786
g0389.t1	2177	1978	124	13.701
g0390.t1	1028	829	9	2.37272
g0391.t1	1282	1083	1	0.201804
g0392.t1	3294	3095	4633.58	327.2
g0392.t2	2514	2315	11.4209	1.07822
g0393.t1	536	337	1127.76	731.385
g0394.t1	4038	3839	40	2.27719
g0395.t1	4165	3966	0	0
g0395.t2	4019	3820	50	2.86065
g0396.t1	267	68.9638	0	0
g0397.t1	986	787	0	0
g0398.t1	1959	1760	0	0
g0399.t1	889	690	0	0
g0400.t1	1227	1028	104	22.1105
g0401.t1	1533	1334	1427.2	233.823
g0402.t1	2727	2528	15	1.2968
g0403.t1	531	332	0	0
g0404.t1	2123	1924	0	0
g0405.t1	222	34.6815	0	0
g0406.t1	3665	3466	1	0.0630564
g0407.t1	444	245	0	0
g0408.t1	1515	1316	29.2961	4.86533
g0408.t3	2783	2584	0	0
g0408.t4	1520	1321	0.740099	0.122446
g0408.t2	2721	2522	2.6557	0.23014
g0409.t1	3682	3483	0	0
g0410.t1	2011	1812	19.3081	2.32884
g0411.t1	1076	877	0	0
g0412.t1	273	74.5993	0	0
g0413.t1	2101	1902	45.9877	5.28432
g0413.t2	2098	1899	99.0123	11.3952
g0414.t1	3033	2834	46	3.54745
g0415.t1	258	60.8345	8	28.7407
g0416.t1	1323	1124	0	0
g0417.t1	2876	2677	4.8365	0.394857
g0417.t3	1833	1634	0	0
g0417.t4	1892	1693	0	0
g0417.t2	1769	1570	2.1635	0.301173
g0417.t8	2801	2602	0	0
g0417.t7	1758	1559	0	0
g0417.t5	1817	1618	0	0
g0417.t6	1694	1495	0	0
g0418.t1	3284	3085	22.3429	1.58286
g0418.t2	3278	3079	147.657	10.481
g0419.t1	1063	864	29	7.33571
g0420.t1	297	98.0609	0	0
g0421.t1	8369	8170	7	0.187255
g0422.t1	622	423	0	0
g0423.t1	171	16.5603	0	0
g0424.t1	201	24.9909	1	8.74533
g0425.t1	602	403	0	0
g0425.t2	572	373	0	0
g0426.t1	532	333	0	0
g0427.t1	445	246	2	1.77686
g0428.t1	823	624	0	0
g0429.t1	555	356	0	0
g0430.t1	3229	3030	0	0
g0431.t1	2733	2534	0	0
g0432.t1	3454	3255	73	4.90151
g0433.t1	721	522	0	0
g0434.t1	2664	2465	0	0
g0434.t2	2606	2407	0	0
g0434.t3	2564	2365	8.50424e-08	7.85891e-09
g0434.t4	2560	2361	4.39277e-07	4.06631e-08
g0434.t5	2518	2319	16	1.50792
g0435.t1	456	257	0	0
g0436.t1	849	650	0	0
g0437.t1	743	544	16	6.42805
g0438.t1	1258	1059	24	4.95306
g0439.t1	165	15.3999	6	85.1515
g0440.t1	3859	3660	25.8725	1.54495
g0440.t3	3811	3612	189.674	11.4767
g0440.t2	3250	3051	7.45378	0.53394
g0441.t1	3163	2964	136	10.0281
g0442.t1	1107	908	0	0
g0443.t1	3550	3351	60	3.91322
g0444.t1	505	306	0	0
g0445.t1	4142	3943	91	5.04397
g0446.t1	2332	2133	1	0.102463
g0447.t1	1163	964	0	0
g0448.t1	1182	983	0	0
g0448.t2	1103	904	8	1.9341
g0449.t1	3226	3027	189	13.6461
g0449.t2	2949	2750	0	0
g0450.t1	183	19.3378	15	169.528
g0451.t1	5054	4855	9	0.405146
g0452.t1	1914	1715	2.19151	0.279279
g0452.t2	1911	1712	337.808	43.1246
g0453.t1	2379	2180	637	63.8618
g0454.t1	2959	2760	0	0
g0455.t1	514	315	0	0
g0456.t1	1749	1550	75.6914	10.6727
g0457.t1	2689	2490	54.2678	4.76323
g0458.t1	1111	912	188.5	45.1726
g0459.t1	2310	2111	316	32.7157
g0460.t1	1923	1724	78	9.88815
g0461.t2	1903	1704	25.5	3.27061
g0461.t1	1903	1704	25.5	3.27061
g0462.t1	1891	1692	13	1.67919
g0463.t1	872	673	0	0
g0464.t1	1117	918	0	0
g0465.t1	849	650	0	0
g0466.t1	1748	1549	0	0
g0467.t1	1181	982	0	0
g0467.t2	1153	954	16	3.66547
g0468.t1	540	341	0	0
g0469.t1	2234	2035	0	0
g0469.t2	2239	2040	0	0
g0469.t3	1951	1752	0	0
g0470.t1	2490	2291	169	16.122
g0471.t1	1831	1632	92	12.3204
g0472.t1	1852	1653	435	57.5141
g0473.t1	1787	1588	0	0
g0474.t1	786	587	0	0
g0475.t1	2480	2281	2	0.19163
g0475.t2	3015	2816	0	0
g0476.t1	511	312	0	0
g0477.t1	873	674	0	0
g0478.t1	1966	1767	0	0
g0478.t2	1620	1421	9	1.38422
g0479.t1	3159	2960	12.5106	0.923726
g0479.t2	3153	2954	89.5489	6.62534
g0479.t3	3150	2951	239.94	17.7702
g0480.t1	1545	1346	68	11.0413
g0481.t1	240	46.2784	0	0
g0482.t1	2476	2277	16.8792	1.62012
g0482.t2	1127	928	207.121	48.7791
g0483.t1	4125	3926	4.10345e-06	2.28432e-07
g0483.t2	4056	3857	121	6.85636
g0484.t1	1411	1212	5	0.901624
g0485.t1	1048	849	73	18.792
g0485.t2	1101	902	0	0
g0486.t1	1844	1645	5	0.664297
g0487.t3	1286	1087	29.9329	6.01834
g0487.t1	1435	1236	58.0671	10.2676
g0487.t2	1463	1264	2.12415e-08	3.67279e-09
g0488.t1	993	794	167	45.9678
g0489.t1	1302	1103	0	0
g0490.t1	6266	6067	0	0
g0490.t2	5430	5231	38	1.58766
g0491.t1	1308	1109	17	3.35024
g0492.t1	1372	1173	68	12.6698
g0493.t1	279	80.3587	0	0
g0494.t1	2951	2752	36	2.85899
g0495.t1	1191	992	1	0.220316
g0496.t1	210	28.6775	0	0
g0497.t2	2320	2121	0	0
g0497.t1	2338	2139	0	0
g0498.t1	871	672	2	0.650457
g0499.t1	1932	1733	28	3.53116
g0500.t1	1260	1061	249	51.2911
g0501.t1	1032	833	0	0
g0502.t1	2005	1806	20	2.42031
g0503.t1	1699	1500	0	0
g0504.t1	4657	4458	1371	67.2133
g0505.t1	393	194	0	0
g0506.t1	2767	2568	12	1.02128
g0507.t1	549	350	0	0
g0508.t1	1676	1477	27	3.99522
g0509.t1	1577	1378	1	0.158602
g0510.t1	3937	3738	60	3.50808
g0511.t1	1670	1471	6.5	0.965736
g0511.t2	1500	1301	0	0
g0511.t3	1670	1471	6.5	0.965736
g0512.t1	1763	1564	269	37.5901
g0513.t1	3459	3260	0	0
g0514.t1	2282	2083	38	3.98706
g0515.t1	1617	1418	43	6.62751
g0516.t1	1927	1728	0.226977	0.0287076
g0516.t2	1922	1723	3.77302	0.478588
g0517.t1	1255	1056	26.0565	5.39275
g0517.t2	1385	1186	0	0
g0517.t3	1298	1099	0	0
g0517.t4	1428	1229	0	0
g0518.t1	1494	1295	0	0
g0519.t1	1300	1101	59	11.7118
g0520.t1	942	743	0	0
g0521.t1	2895	2696	0	0
g0521.t2	2832	2633	2.25608e-07	1.87267e-08
g0521.t3	2786	2587	6	0.506889
g0522.t1	1743	1544	113	15.9952
g0523.t1	992	793	2	0.551207
g0524.t1	1079	880	28	6.95398
g0525.t1	3965	3766	2.09792	0.121749
g0526.t1	3013	2814	7	0.543666
g0527.t1	888	689	0	0
g0528.t1	1652	1453	34	5.11412
g0529.t1	645	446	0	0
g0530.t1	836	637	0	0
g0531.t1	1119	920	0	0
g0532.t1	813	614	2	0.711901
g0533.t1	933	734	0	0
g0534.t1	1963	1764	0	0
g0535.t1	1324	1125	0	0
g0536.t1	2220	2021	6	0.648848
g0537.t1	711	512	0	0
g0538.t1	1836	1637	14	1.86912
