target_id	length	eff_length	est_counts	tpm
g0085.t1	1056	857	0	0
g0086.t1	2370	2171	2	0.148267
g0087.t1	1166	967	0	0
g0088.t1	1852	1653	96	9.34698
g0089.t1	753	554	1	0.290511
g0090.t1	3312	3113	146.92	7.59583
g0091.t1	2431	2232	0	0
g0091.t2	2351	2152	0	0
g0091.t4	2481	2282	0	0
g0091.t3	2403	2204	0	0
g0091.t6	2267	2068	10	0.778256
g0091.t5	2344	2145	0	0
g0091.t8	2936	2737	0	0
g0091.t7	2858	2659	0	0
g0092.t1	789	590	0	0
g0093.t1	2103	1904	21	1.77511
g0094.t1	3502	3303	0	0
g0094.t2	2988	2789	0	0
g0094.t3	2996	2797	0	0
g0094.t4	3114	2915	0	0
g0094.t5	3173	2974	23	1.24469
g0095.t1	1224	1025	120	18.8421
g0096.t1	1493	1294	7.67973	0.955178
g0096.t6	1409	1210	14.3203	1.90475
g0096.t2	1438	1239	0	0
g0096.t3	1343	1144	1.86296e-07	2.6209e-08
g0096.t4	1531	1332	0	0
g0096.t5	1347	1148	0	0
g0097.t1	1232	1033	674	105.01
g0098.t1	642	443	0	0
g0099.t1	3195	2996	1	0.0537194
g0100.t1	2931	2732	256.066	15.0849
g0100.t2	2775	2576	142.934	8.93025
g0101.t1	1150	951	504	85.2949
g0102.t1	660	461	0	0
g0103.t1	2536	2337	9	0.619807
g0104.t1	1121	922	4	0.698236
g0105.t1	861	662	0	0
g0105.t2	741	542	0	0
g0106.t1	978	779	0	0
g0107.t1	1227	1028	0	0
g0108.t1	3412	3213	23	1.1521
g0109.t1	477	278	0	0
g0110.t1	1842	1643	0	0
g0111.t1	573	374	0	0
g0112.t1	144	12.2368	0	0
g0113.t1	1316	1117	32.7543	4.71941
g0114.t1	799	600	0	0
g0115.t1	685	486	0	0
g0116.t1	1670	1471	41	4.48584
g0117.t1	336	137	0	0
g0118.t1	555	356	0	0
g0119.t1	5574	5375	56.6268	1.69557
g0120.t1	1798	1599	0	0
g0120.t2	1759	1560	23	2.37288
g0121.t1	7008	6809	48.3732	1.14339
g0122.t1	624	425	0	0
g0123.t1	1712	1513	1	0.106374
g0124.t1	744	545	3	0.885926
g0125.t1	2256	2057	17.2774	1.35181
g0125.t2	2253	2054	73.1743	5.73365
g0125.t3	1822	1623	80.5483	7.9875
g0126.t1	2774	2575	0	0
g0126.t2	2768	2569	0	0
g0126.t3	2089	1890	31	2.63981
g0127.t1	2926	2727	13	0.76724
g0128.t1	5098	4899	275	9.03438
g0129.t1	918	719	0	0
g0130.t1	1052	853	317	59.8113
g0131.t1	1686	1487	7	0.757635
g0132.t1	2973	2774	454	26.3404
g0133.t1	1391	1192	0	0
g0134.t1	2906	2707	340	20.2145
g0135.t1	348	149	0	0
g0136.t1	3967	3768	0	0
g0136.t2	3745	3546	12	0.544647
g0137.t1	1906	1707	0	0
g0138.t1	327	128.001	0	0
g0139.t1	1421	1222	24	3.16092
g0140.t1	1734	1535	0	0
g0141.t1	1965	1766	313	28.5251
g0142.t1	1151	952	0	0
g0143.t1	1464	1265	192	24.4278
g0144.t1	1248	1049	460	70.5757
g0145.t1	663	464	0	0
g0146.t1	663	464	0	0
g0147.t1	2018	1819	1	0.088479
g0148.t1	1555	1356	579	68.7214
g0149.t1	312	113.011	0	0
g0150.t2	1125	926	0	0
g0150.t1	1690	1491	103	11.1181
g0151.t1	1714	1515	24	2.5496
g0152.t2	3577	3378	3.21266e-05	1.53066e-06
g0152.t1	3609	3410	0	0
g0152.t3	3410	3211	113.083	5.66798
g0152.t4	3750	3551	28.9173	1.31063
g0153.t1	613	414	0	0
g0154.t1	1074	875	0	0
g0155.t1	1810	1611	7.06579	0.705892
g0155.t2	1582	1383	86.9342	10.1168
g0156.t1	2502	2303	76	5.3112
g0157.t1	1401	1202	21	2.81182
g0158.t1	1119	920	0	0
g0159.t1	1490	1291	61.4881	7.66545
g0160.t1	312	113.011	0	0
g0161.t1	588	389	2	0.827472
g0162.t1	3221	3022	49.5119	2.63687
g0163.t1	1421	1222	0	0
g0164.t1	3178	2979	3.1292	0.169058
g0164.t3	3163	2964	0	0
g0164.t2	2226	2027	9.8708	0.783739
g0165.t2	3004	2805	0	0
g0165.t5	2955	2756	17.2383	1.00667
g0165.t4	2005	1806	577.989	51.508
g0165.t3	2054	1855	72.6006	6.29896
g0165.t1	3280	3081	5.17161	0.270151
g0166.t1	2814	2615	14.7028	0.904902
g0166.t2	1569	1370	25.3768	2.98119
g0167.t1	279	80.3587	0	0
g0168.t1	1605	1406	0	0
g0168.t3	1451	1252	5.08943	0.654241
g0168.t2	1205	1006	15.9106	2.54543
g0169.t1	465	266	6	3.6303
g0170.t1	399	200	0	0
g0171.t1	2067	1868	0	0
g0172.t1	1297	1098	0	0
g0173.t1	3356	3157	0	0
g0174.t1	1037	838	74	14.2122
g0175.t1	2253	2054	93	7.28711
g0176.t1	3017	2818	107	6.11105
g0177.t1	321	122.003	0	0
g0178.t1	2861	2662	18	1.08827
g0178.t4	2604	2405	0	0
g0178.t3	2706	2507	0	0
g0178.t2	2136	1937	0	0
g0179.t1	489	290	0	0
g0180.t1	2108	1909	2	0.168615
g0181.t2	1246	1047	1349.47	207.438
g0181.t1	1201	1002	5522.53	887.041
g0182.t1	594	395	0	0
g0183.t1	1536	1337	12	1.44452
g0184.t1	1703	1504	0	0
g0185.t1	2109	1910	4	0.337054
g0186.t1	920	721	0	0
g0187.t1	648	449	0	0
g0188.t1	250	54.0423	0	0
g0189.t1	582	383	0	0
g0190.t1	552	353	0	0
g0191.t1	594	395	0	0
g0192.t1	1453	1254	0	0
g0192.t2	1794	1595	10	1.00905
g0192.t3	1866	1667	0	0
g0193.t1	1253	1054	2	0.305395
g0194.t1	1556	1357	0	0
g0195.t1	1317	1118	3	0.431869
g0196.t1	654	455	0	0
g0197.t1	3503	3304	0	0
g0198.t1	1222	1023	0	0
g0199.t1	525	326	0	0
g0200.t1	2809	2610	0	0
g0201.t1	417	218	0	0
g0202.t1	681	482	0	0
g0203.t1	801	602	0	0
g0204.t1	2518	2319	2	0.138804
g0205.t1	1145	946	26.5199	4.51184
g0206.t1	2040	1841	0.0860959	0.00752665
g0206.t3	2031	1832	10.962	0.963025
g0206.t2	2037	1838	0.431989	0.0378269
g0207.t1	333	134.001	0	0
g0208.t1	729	530	0	0
g0209.t1	3215	3016	6	0.320179
g0210.t1	2660	2461	64	4.18544
g0211.t1	1558	1359	3	0.355283
g0212.t1	6743	6544	0.000159609	3.92542e-06
g0212.t2	6689	6490	0.578183	0.0143382
g0212.t6	6395	6196	0.000212495	5.51962e-06
g0212.t5	6479	6280	0	0
g0212.t4	6659	6460	56.5081	1.40783
g0212.t3	6686	6487	0.913389	0.0226613
g0213.t1	1436	1237	11	1.43119
g0214.t1	984	785	407	83.4445
g0215.t1	691	492	0	0
g0216.t1	147	12.6175	0	0
g0217.t1	141	11.8758	0	0
g0218.t1	4169	3970	23	0.932417
g0219.t1	1112	913	0	0
g0220.t1	1115	916	0	0
g0221.t1	2888	2689	12.9475	0.774942
g0221.t2	2885	2686	39.0525	2.34
g0222.t1	5164	4965	97	3.14431
g0223.t1	1879	1680	138	13.2203
g0224.t1	3421	3222	382	19.0814
g0225.t1	672	473	0	0
g0226.t1	603	404	1	0.398375
g0227.t1	1109	910	0	0
g0228.t1	111	9.10829	1	17.67
g0229.t1	1264	1065	79	11.9385
g0230.t1	1404	1205	0	0
g0231.t1	1703	1504	0	0
g0232.t1	201	24.9909	0	0
g0233.t1	2237	2038	1	0.0789712
g0234.t1	2999	2800	8.27166	0.475453
g0234.t4	2909	2710	29.1042	1.72846
g0234.t3	2912	2713	9.74402	0.578045
g0234.t2	2996	2797	23.8801	1.3741
g0235.t1	2507	2308	6	0.418397
g0236.t1	1768	1569	0	0
g0237.t1	2852	2653	265	16.0761
g0238.t1	259	61.7147	0	0
g0239.t1	528	329	0	0
g0240.t1	1233	1034	0	0
g0241.t1	1826	1627	0	0
g0242.t1	939	740	0	0
g0243.t1	972	773	0	0
g0244.t1	1325	1126	0	0
g0245.t1	360	161	0	0
g0246.t1	1323	1124	2	0.286376
g0247.t1	1870	1671	4	0.385262
g0248.t1	696	497	0	0
g0249.t1	1221	1022	0	0
g0250.t1	1515	1316	0	0
g0250.t2	1617	1418	0	0
g0251.t1	1428	1229	0	0
g0252.t1	1555	1356	0	0
g0253.t1	2082	1883	1	0.0854718
g0254.t1	1437	1238	0	0
g0255.t1	2677	2478	592	38.4497
g0256.t1	4461	4262	19	0.717485
g0257.t1	2066	1867	62	5.34466
g0258.t1	2289	2090	91	7.00758
g0259.t1	654	455	0	0
g0260.t1	1281	1082	252	37.484
g0261.t1	1711	1512	72	7.66397
g0262.t1	866	667	6	1.44777
g0263.t1	2681	2482	734	47.5956
g0264.t1	2523	2324	1	0.0692527
g0265.t2	3833	3634	72	3.18875
g0265.t1	3833	3634	72	3.18875
g0266.t1	2291	2092	1	0.0769327
g0267.t1	1260	1061	0	0
g0268.t1	2385	2186	49	3.6076
g0269.t1	2502	2303	60.7506	4.24551
g0269.t2	2085	1886	173.454	14.8019
g0269.t4	2483	2284	126.251	8.89636
g0269.t3	2199	2000	17.5439	1.41178
g0270.t1	294	95.0839	0	0
g0271.t1	981	782	0	0
g0272.t1	2133	1934	0	0
g0273.t1	657	458	0	0
g0274.t1	779	580	0	0
g0275.t1	650	451	1	0.356859
g0276.t1	1394	1195	23	3.09765
g0277.t1	1465	1266	0	0
g0278.t1	726	527	0	0
g0279.t1	4146	3947	0.000163664	6.67357e-06
g0279.t2	4105	3906	4.99984	0.206014
g0280.t1	2342	2143	0	0
g0281.t1	3651	3452	140	6.52725
g0282.t1	1211	1012	1	0.159035
g0283.t1	282	83.2735	1	1.93271
g0284.t1	1966	1767	13	1.18408
g0285.t1	1034	835	1	0.192746
g0286.t1	555	356	0	0
g0287.t1	2062	1863	290	25.0529
g0288.t1	3242	3043	757	40.0375
g0289.t1	474	275	0	0
g0290.t1	1006	807	0	0
g0291.t1	2890	2691	1	0.059808
g0292.t1	1609	1410	5	0.570721
g0293.t1	999	800	0	0
g0294.t1	1759	1560	0	0
g0295.t1	462	263	0	0
g0296.t1	552	353	0	0
g0297.t1	2380	2181	2	0.147587
g0298.t1	1591	1392	9	1.04058
g0299.t1	1622	1423	4	0.452406
g0300.t1	421	222	0	0
g0301.t1	618	419	0	0
g0302.t1	1879	1680	55	5.26898
g0303.t1	954	755	11.0282	2.35089
g0303.t2	887	688	4.97175	1.16304
g0304.t1	1043	844	14	2.66968
g0305.t1	923	724	0	0
g0306.t1	2832	2633	15	0.916882
g0307.t1	375	176	0	0
g0307.t2	372	173	0	0
g0308.t1	5454	5255	1.55084	0.0474972
g0308.t2	5445	5246	8.44916	0.259214
g0309.t1	3271	3072	0	0
g0309.t2	3191	2992	321	17.267
g0310.t1	644	445	1	0.36167
g0311.t1	752	553	12	3.49244
g0312.t1	996	797	317	64.0138
g0313.t1	2816	2617	12	0.73799
g0314.t1	1613	1414	0	0
g0314.t2	1610	1411	0	0
g0315.t1	99	8.31548	0	0
g0316.t1	925	726	0	0
g0317.t1	1253	1054	0	0
g0318.t1	3540	3341	1467.93	70.7132
g0319.t1	941	742	136	29.499
g0320.t1	315	116.007	0	0
g0321.t1	4371	4172	32	1.23446
g0322.t1	1060	861	182	34.0205
g0323.t1	1021	822	0	0
g0323.t2	918	719	0	0
g0324.t1	1170	971	3	0.49725
g0325.t1	1155	956	3	0.505052
g0326.t1	1410	1211	10	1.32901
g0327.t1	655	456	4	1.41178
g0328.t1	619	420	7	2.68239
g0329.t1	8682	8483	9	0.170752
g0330.t1	1121	922	14.9793	2.61478
g0331.t1	4315	4116	9.02066	0.352725
g0332.t1	7356	7157	12.3184	0.277011
g0333.t1	384	185	3.68158	3.20284
g0334.t1	606	407	2	0.790876
g0335.t1	3579	3380	0	0
g0335.t8	3285	3086	0	0
g0335.t5	2507	2308	0	0
g0335.t7	3366	3167	0	0
g0335.t4	3173	2974	0	0
g0335.t6	2973	2774	0	0
g0335.t2	3440	3241	0	0
g0335.t3	2307	2108	2	0.152698
g0336.t1	171	16.5603	0	0
g0337.t1	2702	2503	35	2.25051
g0337.t2	1574	1375	0	0
g0338.t1	1348	1149	196	27.4542
g0338.t2	1272	1073	0	0
g0338.t3	1276	1077	0	0
g0339.t1	1582	1383	29	3.37481
g0340.t1	1637	1438	71	7.94644
g0341.t1	1682	1483	6	0.651153
g0342.t1	1935	1736	4	0.370837
g0343.t1	1966	1767	68	6.19363
g0344.t1	1892	1693	154	14.6399
g0345.t1	2612	2413	126.058	8.40784
g0345.t2	2609	2410	150.942	10.0802
g0346.t1	2437	2238	90.1707	6.48452
g0346.t2	2518	2319	18.207	1.2636
g0346.t3	2014	1815	41.6223	3.69082
g0347.t1	2197	1998	47	3.78595
g0348.t1	225	36.3941	1546	6836.79
g0349.t1	249	53.2273	0	0
g0350.t1	1196	997	2009	324.308
g0351.t1	1675	1476	67	7.30569
g0352.t1	1611	1412	233	26.5579
g0353.t1	1857	1658	12.9812	1.2601
g0353.t2	1964	1765	0	0
g0353.t3	1868	1669	0.0187541	0.00180847
g0354.t1	543	344	0	0
g0355.t1	3048	2849	122	6.89192
g0356.t1	1907	1708	1.87692	0.176861
g0356.t10	830	631	69.2566	17.6646
g0356.t11	842	643	0	0
g0356.t12	909	710	0	0
g0356.t13	1020	821	0	0
g0356.t14	924	725	0	0
g0356.t15	913	714	0	0
g0356.t4	1102	903	0	0
g0356.t2	997	798	21.8586	4.40851
g0356.t3	1098	899	0	0
g0356.t5	1804	1605	0	0
g0356.t6	982	783	0	0
g0356.t7	901	702	0	0
g0356.t8	956	757	6.00794	1.27733
g0356.t9	925	726	0	0
g0357.t1	2163	1964	0	0
g0358.t3	2422	2223	0	0
g0358.t2	2172	1973	2	0.163146
g0358.t1	2482	2283	0	0
g0358.t4	2317	2118	0	0
g0359.t1	1512	1313	0	0
g0360.t1	1806	1607	0	0
g0361.t1	2366	2167	26	1.93102
g0362.t1	1359	1160	0	0
g0363.t1	3090	2891	4	0.222682
g0364.t1	180	18.5798	0	0
g0365.t1	1536	1337	57	6.86146
g0366.t1	1266	1067	67	10.1061
g0367.t1	1923	1724	0	0
g0368.t1	1581	1382	0	0
g0369.t1	1837	1638	0.18545	0.0182215
g0369.t2	1830	1631	12.8146	1.26451
g0370.t1	1895	1696	253	24.0086
g0371.t1	3592	3393	213	10.1034
g0372.t3	1850	1651	0	0
g0372.t8	2204	2005	0	0
g0372.t6	1998	1799	0	0
g0372.t4	1772	1573	0	0
g0372.t2	1774	1575	0.00601711	0.000614866
g0372.t5	1696	1497	1.20836	0.129912
g0372.t7	1687	1488	0	0
g0372.t1	1509	1310	18.7856	2.30795
g0373.t1	2149	1950	7	0.577745
g0373.t2	1719	1520	0	0
g0374.t1	2253	2054	0	0
g0374.t2	2204	2005	23	1.84623
g0375.t1	1659	1460	0	0
g0376.t1	1524	1325	0	0
g0377.t1	1342	1143	8	1.12646
g0378.t1	1980	1781	239	21.5977
g0379.t1	2298	2099	60.8527	4.66595
g0380.t1	2353	2154	0.466698	0.0348709
g0380.t4	2513	2314	0	0
g0380.t3	2516	2317	0	0
g0380.t9	1707	1508	0	0
g0380.t5	2269	2070	0	0
g0380.t7	2056	1857	268.252	23.249
g0380.t6	7129	6930	16.0534	0.372825
g0380.t8	6303	6104	0	0
g0380.t2	2350	2151	1.85211	0.13858
g0381.t1	9890	9691	129.523	2.15105
g0382.t1	622	423	0	0
g0383.t1	2397	2198	53	3.8808
g0384.t1	795	596	0	0
g0385.t1	1099	900	24	4.29182
g0386.t1	782	583	2621	723.555
g0387.t1	788	589	13	3.55223
g0388.t1	1276	1077	37	5.52916
g0389.t1	2177	1978	115	9.35717
g0390.t1	1028	829	2	0.388283
g0391.t1	1282	1083	0	0
g0392.t1	3294	3095	3938.42	204.802
g0392.t2	2514	2315	9.58473	0.666349
g0393.t1	536	337	1499.24	716.002
g0394.t1	4038	3839	13	0.545002
g0395.t1	4165	3966	0	0
g0395.t2	4019	3820	55	2.31725
g0396.t1	267	68.9638	0	0
g0397.t1	986	787	0	0
g0398.t1	1959	1760	0	0
g0399.t1	889	690	0	0
g0400.t1	1227	1028	116	18.1609
g0401.t1	1533	1334	1771.68	213.748
g0402.t1	2727	2528	46	2.92856
g0403.t1	531	332	0	0
g0404.t1	2123	1924	0	0
g0405.t1	222	34.6815	0	0
g0406.t1	3665	3466	2	0.0928698
g0407.t1	444	245	0	0
g0408.t1	1515	1316	33.9688	4.1543
g0408.t3	2783	2584	0	0
g0408.t4	1520	1321	0.798488	0.0972833
g0408.t2	2721	2522	0	0
g0409.t1	3682	3483	0	0
g0410.t1	2011	1812	29.2327	2.59647
g0411.t1	1076	877	0	0
g0412.t1	273	74.5993	0	0
g0413.t1	2101	1902	63.0921	5.33872
g0413.t2	2098	1899	139.908	11.8574
g0414.t1	3033	2834	70	3.97531
g0415.t1	258	60.8345	8	21.1647
g0416.t1	1323	1124	0	0
g0417.t1	2876	2677	0	0
g0417.t3	1833	1634	0	0
g0417.t4	1892	1693	0	0
g0417.t2	1769	1570	0	0
g0417.t8	2801	2602	2.3505	0.145387
g0417.t7	1758	1559	0	0
g0417.t5	1817	1618	0	0
g0417.t6	1694	1495	0.649503	0.0699219
g0418.t1	3284	3085	152.692	7.96588
g0418.t2	3278	3079	82.3082	4.30235
g0419.t1	1063	864	54	10.059
g0420.t1	297	98.0609	0	0
g0421.t1	8369	8170	11	0.216692
g0422.t1	622	423	0	0
g0423.t1	171	16.5603	0	0
g0424.t1	201	24.9909	2	12.8802
g0425.t1	602	403	0	0
g0425.t2	572	373	0	0
g0426.t1	532	333	0	0
g0427.t1	445	246	0	0
g0428.t1	823	624	0	0
g0429.t1	555	356	0	0
g0430.t1	3229	3030	0	0
g0431.t1	2733	2534	0	0
g0432.t1	3454	3255	78	3.85671
g0433.t1	721	522	5	1.5416
g0434.t1	2664	2465	0	0
g0434.t2	2606	2407	0	0
g0434.t3	2564	2365	6.58735e-08	4.48283e-09
g0434.t4	2560	2361	3.51384e-07	2.39529e-08
g0434.t5	2518	2319	18	1.24924
g0435.t1	456	257	0	0
g0436.t1	849	650	0	0
g0437.t1	743	544	4.17544	1.23531
g0438.t1	1258	1059	12	1.82372
g0439.t1	165	15.3999	4	41.8038
g0440.t1	3859	3660	119.774	5.26688
g0440.t3	3811	3612	208.906	9.3084
g0440.t2	3250	3051	4.32066	0.227919
g0441.t1	3163	2964	110	5.97293
g0442.t1	1107	908	0	0
g0443.t1	3550	3351	137	6.5799
g0444.t1	505	306	2	1.05192
g0445.t1	4142	3943	177	7.22469
g0446.t1	2332	2133	10	0.75454
g0447.t1	1163	964	0	0
g0448.t1	1182	983	0	0
g0448.t2	1103	904	1	0.178035
g0449.t1	3226	3027	93.9268	4.99402
g0449.t2	2949	2750	9.07321	0.531008
g0450.t1	183	19.3378	24	199.745
g0451.t1	5054	4855	6	0.1989
g0452.t1	1914	1715	26.5091	2.48773
g0452.t2	1911	1712	499.491	46.9566
g0453.t1	2379	2180	511	37.7257
g0454.t1	2959	2760	0	0
g0455.t1	514	315	0	0
g0456.t1	1749	1550	43	4.46488
g0457.t1	2689	2490	49	3.16716
g0458.t1	1111	912	148.255	26.1629
g0459.t1	2310	2111	166	12.6559
g0460.t1	1923	1724	9	0.840191
g0461.t2	1903	1704	185	17.4733
g0461.t1	1903	1704	185	17.4733
g0462.t1	1891	1692	35	3.32921
g0463.t1	872	673	0	0
g0464.t1	1117	918	0	0
g0465.t1	849	650	0	0
g0466.t1	1748	1549	0	0
g0467.t1	1181	982	0	0
g0467.t2	1153	954	13	2.19315
g0468.t1	540	341	0	0
g0469.t1	2234	2035	0	0
g0469.t2	2239	2040	0	0
g0469.t3	1951	1752	0	0
g0470.t1	2490	2291	196	13.769
g0471.t1	1831	1632	121	11.9327
g0472.t1	1852	1653	547	53.2583
g0473.t1	1787	1588	0	0
g0474.t1	786	587	0	0
g0475.t1	2480	2281	7	0.493908
g0475.t2	3015	2816	0	0
g0476.t1	511	312	0	0
g0477.t1	873	674	0	0
g0478.t1	1966	1767	0	0
g0478.t2	1620	1421	9	1.01935
g0479.t1	3159	2960	16.8633	0.916906
g0479.t2	3153	2954	125.45	6.83491
g0479.t3	3150	2951	342.687	18.6896
g0480.t1	1545	1346	56	6.69601
g0481.t1	240	46.2784	0	0
g0482.t1	2476	2277	26.7395	1.89001
g0482.t2	1127	928	344.26	59.7052
g0483.t1	4125	3926	4.2373e-06	1.73705e-07
g0483.t2	4056	3857	175	7.30233
g0484.t1	1411	1212	9	1.19512
g0485.t1	1048	849	163.981	31.0856
g0485.t2	1101	902	17.0189	3.03667
g0486.t1	1844	1645	13	1.27189
g0487.t3	1286	1087	5.22821	0.774099
g0487.t1	1435	1236	49.7718	6.48094
g0487.t2	1463	1264	1.18958e-08	1.51468e-09
g0488.t1	993	794	86	17.4321
g0489.t1	1302	1103	0	0
g0490.t1	6266	6067	0	0
g0490.t2	5430	5231	49	1.50759
g0491.t1	1308	1109	19	2.75737
g0492.t1	1372	1173	101	13.8579
g0493.t1	279	80.3587	0	0
g0494.t1	2951	2752	47	2.74867
g0495.t1	1191	992	3	0.486724
g0496.t1	210	28.6775	0	0
g0497.t2	2320	2121	1.99953	0.151726
g0497.t1	2338	2139	0.000469011	3.52895e-05
g0498.t1	871	672	0	0
g0499.t1	1932	1733	20	1.8574
g0500.t1	1260	1061	271	41.108
g0501.t1	1032	833	0	0
g0502.t1	2005	1806	24	2.13878
g0503.t1	1699	1500	0	0
g0504.t1	4657	4458	959	34.6219
g0505.t1	393	194	0	0
g0506.t1	2767	2568	12	0.752072
g0507.t1	549	350	1	0.459838
g0508.t1	1676	1477	23	2.50623
g0509.t1	1577	1378	1	0.116795
g0510.t1	3937	3738	37	1.59307
g0511.t1	1670	1471	4.32647	0.473363
g0511.t2	1500	1301	3.34706	0.414056
g0511.t3	1670	1471	4.32647	0.473363
g0512.t1	1763	1564	381	39.2068
g0513.t1	3459	3260	1	0.0493691
g0514.t1	2282	2083	27	2.08616
g0515.t1	1617	1418	73	8.28552
g0516.t1	1927	1728	13.2498	1.23407
g0516.t2	1922	1723	0	0
g0517.t1	1255	1056	10	1.52408
g0517.t2	1385	1186	0	0
g0517.t3	1298	1099	0	0
g0517.t4	1428	1229	0	0
g0518.t1	1494	1295	0	0
g0519.t1	1300	1101	46	6.72424
g0520.t1	942	743	0	0
g0521.t1	2895	2696	0	0
g0521.t2	2832	2633	5.11119e-07	3.12424e-08
g0521.t3	2786	2587	19	1.18203
g0522.t1	1743	1544	114	11.8831
g0523.t1	992	793	1	0.202955
g0524.t1	1079	880	24	4.38936
g0525.t1	3965	3766	2.03202	0.0868401
g0526.t1	3013	2814	13	0.743519
g0527.t1	888	689	0	0
g0528.t1	1652	1453	41	4.54141
g0529.t1	645	446	0	0
g0530.t1	836	637	0	0
g0531.t1	1119	920	0	0
